"ID","sM1","sM2","sM3","sM4","AveExpr","F","P.Value","adj.P.Val"
"1623248_s_at",0.00158749049999773,0.0254951275000055,0.179403420250002,-0.121654349500006,7.725363776725,13.18990852379,5.57071175420606e-06,0.000567493797412347
"1631060_at",0.392973216,0.396713763000009,0.372039805250006,0.340709072500001,6.423749695925,13.1551887227345,5.69494039043005e-06,0.000573556795109388
"1625235_at",0.0375362887500028,0.251951367750006,-0.0955459837499983,-0.103405070750001,6.877987353975,13.1479984105021,5.72103832993848e-06,0.000573556795109388
"1625657_at",-0.254815881500002,0.102913788500008,-0.124368830749997,-0.110418303750002,7.543038300325,12.8828579207377,6.77926831718737e-06,0.000671221690463625
"1624466_a_at",0.0498636620000017,-0.193182670999988,0.185437362500007,-0.0016761524999982,8.1003358243,12.8681907150556,6.84365595077551e-06,0.000671221690463625
"1622965_s_at",0.111923926249999,-0.195589376999993,0.251698591000003,0.0278383697499995,7.949664927275,12.8518425636154,6.9161991713102e-06,0.000671221690463625
"1623356_at",0.114641269499997,-0.0900537002499915,0.19261786075,0.0831280037499971,9.5451681356,12.8443336835302,6.94979597527513e-06,0.000671221690463625
"1628561_at",0.108754887499997,-0.077358030499993,0.372371449000004,0.0386230064999955,7.860063030575,12.8418613553548,6.96089625164145e-06,0.000671221690463625
"1640479_at",0.183219983000001,0.119357444750012,0.250885367500008,0.04326694475,7.781959516275,12.8203986530942,7.05806523518861e-06,0.00067543545493108
"1623856_at",0.44527387275,0.374460018500005,0.596369781750004,0.325588923749998,6.9189304981,12.8011601960842,7.14640546617949e-06,0.000678747322171273
"1632168_at",0.0303545749999996,0.305061385000008,0.405895210000003,0.0789936574999954,8.959018767125,12.6888084089991,7.68665703869798e-06,0.000724610833677858
"1625601_at",-0.179924583500004,0.0149702102500058,-0.195705567499997,-0.105600009750001,6.658288923575,12.6421367637437,7.92386000909708e-06,0.00074143851581418
"1632759_at",0.123769582750001,-0.203850487499994,0.132944180000005,0.0412935397499981,7.040647304975,12.573208529189,8.28870083166399e-06,0.000769874036070438
"1637511_at",0.0299862297500013,0.142081982250007,0.230930973500003,-0.045489761499999,7.83866990435,12.5034537854813,8.67638653072183e-06,0.00080000083690568
