Accession,Glean.Accession,Annotation.symbol,FlyBase.ID,CG.ID,MF.Ratio,P.value
GLEAN_15544,GLEAN_15544,GA10332,FBgn0070390,CG10467,1.493606385,2.39E-13
GLEAN_15545,GLEAN_15545,GA10333,FBgn0070391,CG10469,0.854409741,0
GLEAN_19418,GLEAN_19418,GA10334,FBgn0070392,CG10470,0.664527128,0
GLEAN_15547,GLEAN_15547,GA10335,FBgn0070393,CG10472,0.716580157,4.00E-14
GLEAN_02429,GLEAN_02429,GA10336,FBgn0070394,CG10473,0.51359391,0
GLEAN_15549,GLEAN_15549,GA10337,FBgn0070395,CG10475,0.863339559,0.0000174
GLEAN_15552,GLEAN_15552,GA10339,FBgn0070397,CG10479,0.896390957,0.000000116
GLEAN_09566,GLEAN_09566,GA10341,FBgn0070399,CG10480,0.416561092,0
GLEAN_10780,GLEAN_10780,GA10342,FBgn0070400,CG10481,1.518134907,0
GLEAN_09567,GLEAN_09567,GA10343,FBgn0070401,CG10483,1.024904865,0.00181276
GLEAN_19419,GLEAN_19419,GA10344,FBgn0070402,CG10484,0.674270788,0
GLEAN_09571,GLEAN_09571,GA10347,FBgn0070405,CG10489,0.667435348,0
GLEAN_14593,GLEAN_14593,GA10348,FBgn0070406,CG1049,0.925176162,0.00000001
GLEAN_09572,GLEAN_09572,GA10349,FBgn0070407,CG10491,1.002185799,0.70818372
GLEAN_19422,GLEAN_19422,GA10351,FBgn0070409,CG10493,1.115584659,4.00E-15
GLEAN_19423,GLEAN_19423,GA10353,FBgn0070411,CG10495,0.789493887,0
GLEAN_16292,GLEAN_16292,GA10354,FBgn0070412,CG10496,0.689537061,0
GLEAN_16294,GLEAN_16294,GA10355,FBgn0070413,CG10497,0.855179989,4.48E-12
GLEAN_05623,GLEAN_05623,GA10356,FBgn0070414,CG10498,0.626896856,0
GLEAN_15726,GLEAN_15726,GA10358,FBgn0070415,CG10504,0.71311171,0
GLEAN_17186,GLEAN_17186,GA10359,FBgn0070416,CG10505,1.027935684,1.32E-08
GLEAN_06529,GLEAN_06529,GA10360,FBgn0070417,CG10506,0.474703963,0
GLEAN_14185,GLEAN_14185,GA10362,FBgn0070419,CG10510,1.699723409,0
GLEAN_15724,GLEAN_15724,GA10363,FBgn0070420,CG10512,1.094521277,3.00E-10
GLEAN_06528,GLEAN_06528,GA10364,FBgn0070421,CG10513,1.799879097,0
GLEAN_06527,GLEAN_06527,GA10365,FBgn0070422,CG10514,1.597814581,4.20E-14
GLEAN_03579,GLEAN_03579,GA10367,FBgn0070424,CG10520,0.696502289,0
GLEAN_14737,GLEAN_14737,GA10369,FBgn0070426,CG10522,0.858327425,3.12E-13
GLEAN_14188,GLEAN_14188,GA10370,FBgn0070427,CG10523,1.030525354,0.0000276
GLEAN_16127,GLEAN_16127,GA10372,FBgn0070429,CG10527,0.862561961,0.000000352
GLEAN_08376,GLEAN_08376,GA10373,FBgn0070430,CG10528,0.937421637,2.53E-09
GLEAN_16128,GLEAN_16128,GA10376,FBgn0070433,CG10531,0.931869605,0.00121295
GLEAN_06537,GLEAN_06537,GA10379,FBgn0070436,CG10535,0.613995505,0
GLEAN_16189,GLEAN_16189,GA10380,FBgn0070437,CG10536,0.849861705,2.62E-11
GLEAN_08377,GLEAN_08377,GA10382,FBgn0070439,CG10538,1.23756131,0
GLEAN_09575,GLEAN_09575,GA10383,FBgn0070440,CG10539,0.915352923,7.00E-15
GLEAN_18905,GLEAN_18905,GA10384,FBgn0070441,CG10540,0.87091269,5.54E-09
GLEAN_09576,GLEAN_09576,GA10385,FBgn0070442,CG10541,1.660709809,0
GLEAN_08710,GLEAN_08710,GA10386,FBgn0070443,CG10542,0.461371246,0
GLEAN_06520,GLEAN_06520,GA10389,FBgn0070446,CG10550,1.033601451,0.000000583
GLEAN_06516,GLEAN_06516,GA10394,FBgn0070451,CG10560,1.364620694,0
GA10395,,GA10395,FBgn0070452,CG10561,1.43157177,0
GLEAN_12357,GLEAN_12357,GA10395,FBgn0070452,CG10561,1.835915934,0
GA10397,,GA10397,FBgn0070454,CG10563,0.767639045,0
GLEAN_12358,GLEAN_12358,GA10397,FBgn0070454,CG10563,0.800348366,0
GLEAN_11416,GLEAN_11416,GA10398,FBgn0070455,CG10564,1.063610556,0.00315357
GLEAN_09029,GLEAN_09029,GA10399,FBgn0070456,CG10565,0.426435663,0
GLEAN_09590,GLEAN_09590,GA10400,FBgn0070457,CG10566,1.183451022,1.00E-15
GLEAN_02188,GLEAN_02188,GA10402,FBgn0070459,CG10570,1.424840076,1.90E-14
GLEAN_15194,GLEAN_15194,GA10403,FBgn0070460,CG10571,1.020156154,0.00424533
GLEAN_09030,GLEAN_09030,GA10404,FBgn0070461,CG10573,1.954094178,0
GLEAN_15561,GLEAN_15561,GA10405,FBgn0070462,CG10574,1.124045161,0.00020268
GLEAN_15557,GLEAN_15557,GA10406,FBgn0070463,CG10575,0.689871707,0
GLEAN_15558,GLEAN_15558,GA10407,FBgn0070464,CG10576,0.395130194,0
GLEAN_09588,GLEAN_09588,GA10408,FBgn0070465,CG10578,0.855061444,8.28E-13
GLEAN_09719,GLEAN_09719,GA10409,FBgn0070466,CG10579,0.957251553,1.62E-08
GLEAN_03773,GLEAN_03773,GA10410,FBgn0070467,CG1058,0.459169907,0
GLEAN_15039,GLEAN_15039,GA10412,FBgn0070469,CG10581,1.122565791,1.19E-12
GLEAN_14904,GLEAN_14904,GA10413,FBgn0070470,CG10582,0.780786493,0
GLEAN_15457,GLEAN_15457,GA10414,FBgn0070471,CG10583,0.550456323,0
GLEAN_15040,GLEAN_15040,GA10415,FBgn0070472,CG10584,0.945002467,1.13E-11
GLEAN_14903,GLEAN_14903,GA10416,FBgn0070473,CG10585,0.730674113,0
GLEAN_15045,GLEAN_15045,GA10417,FBgn0070474,CG10587,2.068234829,0
GLEAN_14901,GLEAN_14901,GA10418,FBgn0070475,CG10589,1.176743595,0
GLEAN_03774,GLEAN_03774,GA10419,FBgn0070476,CG1059,0.487677731,1.00E-15
GLEAN_15459,GLEAN_15459,GA10420,FBgn0070477,CG10590,1.022371837,0.00097407
GLEAN_15461,GLEAN_15461,GA10422,FBgn0070479,CG10592,1.317132058,4.00E-15
GA10423,,GA10423,FBgn0070480,CG10593,1.019286769,0.09184152
GLEAN_01782,GLEAN_01782,GA10423,FBgn0070480,CG10593,1.137211032,5.12E-10
GLEAN_19394,GLEAN_19394,GA10423,FBgn0070480,CG10593,0.985522012,0.00608037
GLEAN_19395,GLEAN_19395,GA10423,FBgn0070480,CG10593,1.151249077,0.0000284
GLEAN_11654,GLEAN_11654,GA10424,FBgn0070481,CG10594,0.864717025,0
GLEAN_15463,GLEAN_15463,GA10426,FBgn0070483,CG10596,1.779041297,0
GLEAN_02332,GLEAN_02332,GA10432,FBgn0070489,CG10603,0.831506819,5.80E-14
GLEAN_06581,GLEAN_06581,GA10435,FBgn0070492,CG10609,1.032090872,0.00000926
GLEAN_04120,GLEAN_04120,GA10436,FBgn0070493,CG10610,0.927294819,1.80E-14
GLEAN_15186,GLEAN_15186,GA10438,FBgn0070495,CG10616,0.757018257,0
GLEAN_14733,GLEAN_14733,GA10442,FBgn0070499,CG10620,0.663376587,0
GLEAN_02945,GLEAN_02945,GA10443,FBgn0070500,CG10621,0.930578654,0.00000539
GLEAN_15464,GLEAN_15464,GA10444,FBgn0070501,CG10622,0.618566239,0
GLEAN_02944,GLEAN_02944,GA10445,FBgn0070502,CG10623,0.884785716,6.37E-08
GLEAN_14734,GLEAN_14734,GA10449,FBgn0070506,CG10627,0.556942387,0
GLEAN_08380,GLEAN_08380,GA10450,FBgn0070507,CG10628,0.756493714,0
GLEAN_03788,GLEAN_03788,GA10452,FBgn0070509,CG1063,0.938370783,0.0000336
GLEAN_08381,GLEAN_08381,GA10453,FBgn0070510,CG10631,0.696067924,0
GLEAN_14731,GLEAN_14731,GA10454,FBgn0070511,CG10632,0.647027977,0
GLEAN_15471,GLEAN_15471,GA10456,FBgn0070513,CG10635,0.697033548,0
GLEAN_02943,GLEAN_02943,GA10457,FBgn0070514,CG10637,0.904943735,3.90E-14
GLEAN_02942,GLEAN_02942,GA10459,FBgn0070516,CG10639,0.898443696,3.67E-11
GLEAN_15472,GLEAN_15472,GA10461,FBgn0070518,CG10640,0.797302999,2.00E-15
GLEAN_02941,GLEAN_02941,GA10462,FBgn0070519,CG10641,0.931675848,0.17798527
GLEAN_15473,GLEAN_15473,GA10463,FBgn0070520,CG10642,0.727439918,0
GLEAN_15475,GLEAN_15475,GA10464,FBgn0070521,CG10645,0.936629251,3.36E-12
GLEAN_14739,GLEAN_14739,GA10465,FBgn0070522,CG10646,0.770784786,0
GLEAN_01255,GLEAN_01255,GA10466,FBgn0070523,CG10648,0.299701872,0
GLEAN_02938,GLEAN_02938,GA10468,FBgn0070525,CG10650,0.99016441,0.52574368
GLEAN_02530,GLEAN_02530,GA10469,FBgn0070526,CG10653,0.76154437,1.00E-15
GLEAN_19541,GLEAN_19541,GA10471,FBgn0070528,CG10655,0.728550054,0
GLEAN_10775,GLEAN_10775,GA10473,FBgn0070530,CG10658,1.232510554,1.58E-10
GLEAN_14743,GLEAN_14743,GA10475,FBgn0070532,CG10660,1.170236401,0
GLEAN_10339,GLEAN_10339,GA10478,FBgn0070535,CG10664,1.54928225,0
GLEAN_18517,GLEAN_18517,GA10479,FBgn0070536,CG10667,0.575145947,0
GLEAN_01596,GLEAN_01596,GA10481,FBgn0070538,CG10670,0.830700311,0
GLEAN_01598,GLEAN_01598,GA10483,FBgn0070540,CG10672,0.759067454,2.10E-14
GLEAN_01599,GLEAN_01599,GA10484,FBgn0070541,CG10673,0.79874118,0
GLEAN_01600,GLEAN_01600,GA10485,FBgn0070542,CG10674,0.865736566,8.94E-12
GLEAN_02946,GLEAN_02946,GA10488,FBgn0070545,CG10679,0.797855838,3.06E-09
GLEAN_15187,GLEAN_15187,GA10490,FBgn0070547,CG10681,0.794379336,1.24E-12
GLEAN_15188,GLEAN_15188,GA10491,FBgn0070548,CG10682,0.968564479,0.0000212
GA10493,,GA10493,FBgn0070550,CG10685,0.47711204,0
GLEAN_12351,GLEAN_12351,GA10493,FBgn0070550,CG10685,0.612125765,0
GA10495,,GA10495,FBgn0070552,CG10687,0.540587478,0
GLEAN_12352,GLEAN_12352,GA10495,FBgn0070552,CG10687,0.522571373,0
GLEAN_15192,GLEAN_15192,GA10496,FBgn0070553,CG10688,0.629291342,0
GA10497,,GA10497,FBgn0070554,CG10689,0.853285241,0
GLEAN_12353,GLEAN_12353,GA10497,FBgn0070554,CG10689,0.877578447,2.56E-13
GA10498,,GA10498,FBgn0070555,CG10691,0.694718297,0
GLEAN_12354,GLEAN_12354,GA10498,FBgn0070555,CG10691,0.648240022,0
GLEAN_07481,GLEAN_07481,GA10499,FBgn0070556,CG10692,0.901125531,6.70E-12
GLEAN_06172,GLEAN_06172,GA10501,FBgn0070558,CG10694,1.470493085,0
GLEAN_01119,GLEAN_01119,GA10502,FBgn0070559,CG10695,0.720814531,0
GLEAN_00269,GLEAN_00269,GA10507,FBgn0070564,CG10701,0.467228441,8.16E-13
GLEAN_10921,GLEAN_10921,GA10508,FBgn0070565,CG10702,0.389231399,0
GLEAN_03313,GLEAN_03313,GA10509,FBgn0070566,CG10703,0.622825535,0
GLEAN_19775,GLEAN_19775,GA10512,FBgn0070569,CG1071,0.589147181,0
GLEAN_09760,GLEAN_09760,GA10514,FBgn0070571,CG10711,0.723718221,0
GLEAN_10352,GLEAN_10352,GA10518,FBgn0070575,CG10718,1.082674823,0.00000333
GLEAN_10184,GLEAN_10184,GA10519,FBgn0070576,CG10719,0.895459445,5.46E-10
GLEAN_10764,GLEAN_10764,GA10521,FBgn0070578,CG10721,0.72206469,0
GLEAN_10765,GLEAN_10765,GA10522,FBgn0070579,CG10722,1.363486107,0
GLEAN_10354,GLEAN_10354,GA10523,FBgn0070580,CG10723,1.469270472,0
GLEAN_08905,GLEAN_08905,GA10524,FBgn0070581,CG10724,0.739950157,0
GLEAN_10771,GLEAN_10771,GA10526,FBgn0070583,CG10726,0.798464405,0
GLEAN_10770,GLEAN_10770,GA10527,FBgn0070584,CG10728,0.632045358,0
GLEAN_08908,GLEAN_08908,GA10529,FBgn0070586,CG10732,0.888534685,1.70E-11
GLEAN_14395,GLEAN_14395,GA10530,FBgn0070587,CG10733,0.653473211,0
GLEAN_18305,GLEAN_18305,GA10531,FBgn0070588,CG10737,0.943994265,1.65E-10
GLEAN_10186,GLEAN_10186,GA10533,FBgn0070590,CG10739,0.876484206,0
GLEAN_03594,GLEAN_03594,GA10534,FBgn0070591,CG1074,0.802069968,0
GLEAN_08894,GLEAN_08894,GA10535,FBgn0070592,CG10741,0.909471289,4.91E-12
GLEAN_08896,GLEAN_08896,GA10537,FBgn0070594,CG10743,0.723567744,0
GLEAN_10766,GLEAN_10766,GA10539,FBgn0070596,CG10747,0.899939549,8.19E-10
GLEAN_14657,GLEAN_14657,GA10540,FBgn0070597,CG10748,1.198558229,4.74E-13
GLEAN_15260,GLEAN_15260,GA10541,FBgn0070598,CG10749,1.367082208,0
GLEAN_10189,GLEAN_10189,GA10542,FBgn0070599,CG10750,2.426370731,0
GLEAN_17881,GLEAN_17881,GA10543,FBgn0070600,CG10751,0.924727373,0.02599481
GLEAN_14724,GLEAN_14724,GA10544,FBgn0070601,CG10753,0.556363623,0
GLEAN_15672,GLEAN_15672,GA10545,FBgn0070602,CG10754,0.828285478,0
GLEAN_10353,GLEAN_10353,GA10547,FBgn0070604,CG10756,0.675440223,0
GLEAN_00496,GLEAN_00496,GA10551,FBgn0070608,CG10761,1.285384517,1.00E-15
GLEAN_00498,GLEAN_00498,GA10552,FBgn0070609,CG10763,1.18624335,4.97E-12
GLEAN_04127,GLEAN_04127,GA10553,FBgn0070610,CG1077,0.695344584,0
GLEAN_13161,GLEAN_13161,GA10556,FBgn0070613,CG10777,0.923318309,1.51E-08
GLEAN_13160,GLEAN_13160,GA10557,FBgn0070614,CG10778,0.614847274,0
GLEAN_00585,GLEAN_00585,GA10559,FBgn0070616,CG10789,1.052966837,0.0000832
GLEAN_15296,GLEAN_15296,GA10560,FBgn0070617,CG1079,1.10519428,2.60E-14
GLEAN_17957,GLEAN_17957,GA10563,FBgn0070620,CG10794,0.978307563,0.23832776
GLEAN_19032,GLEAN_19032,GA10564,FBgn0070621,CG10795,0.855595026,5.15E-08
GLEAN_08408,GLEAN_08408,GA10566,FBgn0070623,CG10800,0.533366826,0
GLEAN_13457,GLEAN_13457,GA10567,FBgn0070624,CG10802,1.024855137,0.15837983
GLEAN_00225,GLEAN_00225,GA10568,FBgn0070625,CG10803,0.950026723,1.28E-13
GLEAN_12533,GLEAN_12533,GA10569,FBgn0070626,CG10804,1.039449739,0.000000443
GLEAN_08409,GLEAN_08409,GA10570,FBgn0070627,CG10805,0.410313919,0
GLEAN_08366,GLEAN_08366,GA10571,FBgn0070628,CG10806,0.992115506,0.47000951
GLEAN_14373,GLEAN_14373,GA10573,FBgn0070630,CG10809,0.827138026,0
GLEAN_03791,GLEAN_03791,GA10574,FBgn0070631,CG1081,0.697130184,1.00E-15
GA10575,,GA10575,FBgn0070632,CG10811,1.140605583,0.00000373
GLEAN_12033,GLEAN_12033,GA10575,FBgn0070632,CG10811,1.143534586,0.000000379
GLEAN_17915,GLEAN_17915,GA10577,FBgn0070634,CG10816,1.355664327,7.28E-10
GLEAN_03436,GLEAN_03436,GA10578,FBgn0070635,CG1082,1.016577356,0.00055842
GLEAN_06816,GLEAN_06816,GA10580,FBgn0070637,CG10824,1.433557726,1.62E-12
GLEAN_03294,GLEAN_03294,GA10581,FBgn0070638,CG10825,0.920442816,0
GLEAN_06030,GLEAN_06030,GA10582,FBgn0070639,CG10827,1.009219509,0.50802231
GLEAN_02881,GLEAN_02881,GA10584,FBgn0070641,CG10833,1.275974944,0.00000912
GLEAN_19364,GLEAN_19364,GA10585,FBgn0070642,CG10834,1.151408685,0
GLEAN_02712,GLEAN_02712,GA10586,FBgn0070643,CG10838,3.716900324,0
GLEAN_10832,GLEAN_10832,GA10587,FBgn0070644,CG10839,1.496611743,0
GLEAN_03578,GLEAN_03578,GA10588,FBgn0070645,CG1084,0.89328968,2.08E-11
GLEAN_08938,GLEAN_08938,GA10589,FBgn0070646,CG10840,0.903001319,0.000821
GLEAN_06304,GLEAN_06304,GA10590,FBgn0070647,CG10841,3.196515302,0
GLEAN_18633,GLEAN_18633,GA10593,FBgn0070650,CG10844,1.187477354,1.58E-08
GLEAN_04520,GLEAN_04520,GA10594,FBgn0070651,CG10845,1.75625216,0
GLEAN_19274,GLEAN_19274,GA10595,FBgn0070652,CG10846,0.922358815,5.79E-09
GLEAN_15293,GLEAN_15293,GA10596,FBgn0070653,CG10847,0.774372701,0
GLEAN_09386,GLEAN_09386,GA10597,FBgn0070654,CG10849,0.931482132,0.000000876
GLEAN_06306,GLEAN_06306,GA10599,FBgn0070656,CG10851,0.357298064,0
GLEAN_14514,GLEAN_14514,GA10601,FBgn0070658,CG10855,0.851689814,3.23E-13
GLEAN_14517,GLEAN_14517,GA10602,FBgn0070659,CG32264,0.968671902,0.25199182
GLEAN_14519,GLEAN_14519,GA10602,FBgn0070659,CG32264,0.933919431,0.00081839
GLEAN_19618,GLEAN_19618,GA10603,FBgn0070660,CG10859,1.275444392,0
GLEAN_09293,GLEAN_09293,GA10606,FBgn0070663,CG10863,1.151089491,0.000000524
GLEAN_09294,GLEAN_09294,GA10608,FBgn0070665,CG10866,0.875816175,0
GLEAN_05824,GLEAN_05824,GA10609,FBgn0070666,CG10868,1.119380096,0
GLEAN_02839,GLEAN_02839,GA10610,FBgn0070667,CG10869,3.422854578,0
GLEAN_02726,GLEAN_02726,GA10612,FBgn0070669,CG10874,0.873270191,5.10E-13
GLEAN_05196,GLEAN_05196,GA10613,FBgn0070670,CG10877,1.020651257,0.28015138
GLEAN_03664,GLEAN_03664,GA10614,FBgn0070671,CG1088,0.938136658,0.01525773
GLEAN_02722,GLEAN_02722,GA10615,FBgn0070672,CG10880,0.621230256,0
GLEAN_06232,GLEAN_06232,GA10616,FBgn0070673,CG10881,1.290830883,1.00E-15
GLEAN_06956,GLEAN_06956,GA10620,FBgn0070676,CG10889,0.887365273,0
GLEAN_10349,GLEAN_10349,GA10622,FBgn0070678,CG10895,0.48173111,0
GLEAN_17105,GLEAN_17105,GA10623,FBgn0070679,CG10897,0.875816175,0
GLEAN_06821,GLEAN_06821,GA10624,FBgn0070680,CG10898,1.085981856,6.08E-12
GLEAN_05192,GLEAN_05192,GA10625,FBgn0070681,CG10899,1.549819283,0
GLEAN_03680,GLEAN_03680,GA10627,FBgn0070683,CG10901,0.540999813,1.32E-11
GLEAN_03603,GLEAN_03603,GA10628,FBgn0070684,CG10903,0.64470005,0
GLEAN_16869,GLEAN_16869,GA10629,FBgn0070685,CG10904,0.587515981,0
GLEAN_08990,GLEAN_08990,GA10630,FBgn0070686,CG10907,0.953470363,0.00002
GLEAN_02990,GLEAN_02990,GA10631,FBgn0070687,CG10908,0.919358851,0.000000205
GLEAN_05946,GLEAN_05946,GA10632,FBgn0070688,CG10909,1.4063932,0
GLEAN_07111,GLEAN_07111,GA10633,FBgn0070689,CG1091,1.000845997,0.94580017
GLEAN_16960,GLEAN_16960,GA10635,FBgn0070691,CG10911,2.783499839,1.00E-15
GLEAN_16959,GLEAN_16959,GA10636,FBgn0070692,CG10912,2.583093741,1.00E-15
GLEAN_16955,GLEAN_16955,GA10637,FBgn0070693,CG10913,1.068694871,0.00000269
GLEAN_18010,GLEAN_18010,GA10638,FBgn0070694,CG10914,1.152926066,2.28E-11
GLEAN_18422,GLEAN_18422,GA10640,FBgn0070696,CG10916,1.210581324,3.79E-13
GLEAN_10417,GLEAN_10417,GA10645,FBgn0070701,CG10922,0.267423842,0
GLEAN_01760,GLEAN_01760,GA10646,FBgn0070702,CG10923,0.754608366,1.90E-14
GLEAN_16824,GLEAN_16824,GA10647,FBgn0070703,CG10924,1.080650494,4.39E-08
GLEAN_16771,GLEAN_16771,GA10648,FBgn0070704,CG10927,0.817958753,0
GLEAN_06332,GLEAN_06332,GA10649,FBgn0070705,CG1093,0.934301442,0.0000655
GLEAN_18808,GLEAN_18808,GA10650,FBgn0070706,CG10931,1.311847483,0
GLEAN_01501,GLEAN_01501,GA10651,FBgn0070707,CG10932,0.775930854,1.00E-15
GLEAN_17876,GLEAN_17876,GA10654,FBgn0070710,CG10938,0.739539956,2.30E-14
GLEAN_18841,GLEAN_18841,GA10655,FBgn0070711,CG10939,0.9151626,3.66E-09
GLEAN_00778,GLEAN_00778,GA10657,FBgn0070713,CG10944,0.708333166,3.67E-12
GLEAN_15808,GLEAN_15808,GA10657,FBgn0070713,CG10944,0.968349668,0.00000464
GLEAN_00777,GLEAN_00777,GA10658,FBgn0070714,CG10946,0.943399015,2.63E-11
GLEAN_10413,GLEAN_10413,GA10659,FBgn0070715,CG10947,2.022444342,0
GLEAN_15670,GLEAN_15670,GA10660,FBgn0070716,CG10948,0.765089273,0
GLEAN_10412,GLEAN_10412,GA10661,FBgn0070717,CG10949,0.726482525,0
GLEAN_10706,GLEAN_10706,GA10664,FBgn0070720,CG10954,0.427708564,0
GLEAN_16341,GLEAN_16341,GA10665,FBgn0070721,CG10955,0.785944857,0
GLEAN_01035,GLEAN_01035,GA10667,FBgn0070723,CG10958,1.184107448,5.18E-12
GLEAN_01039,GLEAN_01039,GA10668,FBgn0070724,CG10959,0.869887055,0
GLEAN_00497,GLEAN_00497,GA10670,FBgn0070726,CG10961,0.911617168,2.45E-13
GLEAN_11988,GLEAN_11988,GA10672,FBgn0070728,CG10964,0.917194749,1.55E-12
GLEAN_00897,GLEAN_00897,GA10673,FBgn0070729,CG10965,0.514841409,0
GLEAN_15673,GLEAN_15673,GA10675,FBgn0070731,CG10967,0.883743743,1.00E-14
GLEAN_00261,GLEAN_00261,GA10677,FBgn0070733,CG10970,1.25422832,1.00E-15
GLEAN_14722,GLEAN_14722,GA10680,FBgn0070736,CG10973,0.804687206,2.30E-14
GLEAN_06336,GLEAN_06336,GA10683,FBgn0070739,CG10978,0.781869643,0
GLEAN_04388,GLEAN_04388,GA10684,FBgn0070740,CG10979,1.193501186,0
GLEAN_06335,GLEAN_06335,GA10685,FBgn0070741,CG1098,0.658246568,0
GLEAN_04393,GLEAN_04393,GA10686,FBgn0070742,CG10981,0.681176231,0
GLEAN_15206,GLEAN_15206,GA10687,FBgn0070743,CG10984,0.613697665,0
GLEAN_00665,GLEAN_00665,GA10688,FBgn0070744,CG10986,0.815411382,0
GLEAN_00663,GLEAN_00663,GA10689,FBgn0070745,CG10988,0.942418653,1.60E-12
GLEAN_00664,GLEAN_00664,GA10689,FBgn0070745,CG10988,0.81140832,0
GLEAN_19777,GLEAN_19777,GA10691,FBgn0070747,CG1099,1.112727246,1.14E-08
GLEAN_04117,GLEAN_04117,GA10693,FBgn0070749,CG9360,1.110107969,1.63E-10
GLEAN_00660,GLEAN_00660,GA10694,FBgn0070750,CG10992,0.983570248,0.45929267
GLEAN_01172,GLEAN_01172,GA10697,FBgn0070753,CG10997,0.930256196,4.79E-12
GLEAN_00201,GLEAN_00201,GA10698,FBgn0070754,CG10998,1.366419056,0
GLEAN_06339,GLEAN_06339,GA10700,FBgn0070756,CG1100,0.582366793,0
GLEAN_18312,GLEAN_18312,GA10702,FBgn0070758,CG11001,0.608909615,0
GLEAN_14240,GLEAN_14240,GA10703,FBgn0070759,CG11006,0.622048942,0
GLEAN_18536,GLEAN_18536,GA10704,FBgn0070760,CG11007,0.709610863,0
GLEAN_14243,GLEAN_14243,GA10706,FBgn0070762,CG11009,1.08192463,1.45E-08
GLEAN_07112,GLEAN_07112,GA10707,FBgn0070763,CG1101,0.312645574,0
GLEAN_18547,GLEAN_18547,GA10710,FBgn0070766,CG11018,2.320925156,0
GLEAN_03571,GLEAN_03571,GA10711,FBgn0070767,CG1102,0.945107276,0.00030418
GLEAN_19758,GLEAN_19758,GA10712,FBgn0070768,CG11024,1.01155166,0.66986209
GA10714,,GA10714,FBgn0070770,CG11027,1.117751901,0.00442271
GLEAN_07881,GLEAN_07881,GA10714,FBgn0070770,CG11027,1.102822036,0.00080488
GLEAN_03575,GLEAN_03575,GA10716,FBgn0070772,CG1103,0.726986259,0
GLEAN_19431,GLEAN_19431,GA10717,FBgn0070773,CG11030,0.655196702,0
GLEAN_19435,GLEAN_19435,GA10719,FBgn0070775,CG11034,0.815411382,0
GLEAN_06754,GLEAN_06754,GA10720,FBgn0070776,CG11035,0.998909581,0.95727768
GLEAN_06458,GLEAN_06458,GA10722,FBgn0070778,CG1104,1.265668861,9.29E-10
GLEAN_19587,GLEAN_19587,GA10724,FBgn0070780,CG11043,2.640845682,0
GLEAN_16116,GLEAN_16116,GA10726,FBgn0070782,CG11048,1.357356797,0
GLEAN_06459,GLEAN_06459,GA10727,FBgn0070783,CG1105,0.951714001,2.13E-09
GLEAN_08339,GLEAN_08339,GA10728,FBgn0070784,CG11050,0.861426732,0.00053695
GLEAN_16752,GLEAN_16752,GA10731,FBgn0070787,CG11055,0.875634073,3.28E-12
GLEAN_03561,GLEAN_03561,GA10732,FBgn0070788,CG1106,1.424346349,4.47E-12
GLEAN_19026,GLEAN_19026,GA10733,FBgn0070789,CG11061,0.876605721,1.84E-08
GA10734,,GA10734,FBgn0070790,CG11062,1.03428946,0.000000496
GLEAN_08004,GLEAN_08004,GA10734,FBgn0070790,CG11062,1.027914308,0.00000994
GA10736,,GA10736,FBgn0070792,CG11064,1.317679952,0.000000837
GLEAN_08005,GLEAN_08005,GA10736,FBgn0070792,CG11064,1.349009025,9.05E-10
GLEAN_03559,GLEAN_03559,GA10740,FBgn0070796,CG1107,0.905571211,1.73E-12
GLEAN_08343,GLEAN_08343,GA10741,FBgn0070797,CG11070,0.968081222,0.0044495
GLEAN_01167,GLEAN_01167,,FBgn0070799,CG34346,0.994867983,0.55440041
GLEAN_19029,GLEAN_19029,GA10744,FBgn0070800,CG11073,1.324823345,4.00E-15
GLEAN_17900,GLEAN_17900,GA10745,FBgn0070801,CG11079,0.967806142,0.03845662
GLEAN_03438,GLEAN_03438,GA10746,FBgn0070802,CG1108,1.601029621,0
GA10747,,GA10747,FBgn0070803,CG11081,0.905947906,2.00E-15
GLEAN_07255,GLEAN_07255,GA10747,FBgn0070803,CG11081,0.900251498,0
GLEAN_17600,GLEAN_17600,GA10748,FBgn0070804,CG11084,0.939822362,5.82E-13
GLEAN_17601,GLEAN_17601,GA10750,FBgn0070806,CG11086,0.978355032,0.27488302
GLEAN_04518,GLEAN_04518,GA10751,FBgn0070807,CG11089,0.811352079,1.43E-08
GLEAN_06329,GLEAN_06329,GA10752,FBgn0070808,CG1109,0.648554626,5.43E-13
GLEAN_00347,GLEAN_00347,GA10753,FBgn0070809,CG11092,0.67096062,2.42E-09
GLEAN_00346,GLEAN_00346,GA10756,FBgn0070812,CG11095,0.910228081,0.21556912
GLEAN_08342,GLEAN_08342,GA10757,FBgn0070813,CG11098,0.95823406,0.0000396
GLEAN_16115,GLEAN_16115,GA10758,FBgn0070814,CG11099,1.042906629,0.000000725
GLEAN_14770,GLEAN_14770,GA10759,FBgn0070815,CG11100,0.749759603,0
GLEAN_17604,GLEAN_17604,GA10760,FBgn0070816,CG11101,0.698629758,0
GLEAN_00659,GLEAN_00659,GA10761,FBgn0070817,CG11103,0.72517445,0
GLEAN_17608,GLEAN_17608,GA10763,FBgn0070819,CG11107,0.733668373,0
GLEAN_14764,GLEAN_14764,GA10764,FBgn0070820,CG11109,0.882030225,0
GLEAN_16783,GLEAN_16783,GA10765,FBgn0070821,CG11110,1.385493555,0
