Accession,Glean.Accession,Annotation.symbol,FlyBase.ID,CG.ID,MF.Ratio,P.value
GLEAN_19781,GLEAN_19781,GA25476,FBgn0246854,CG33510,1.032992658,0.000000402
GLEAN_19786,GLEAN_19786,GA25480,FBgn0246858,CG16983,1.667630889,0
GLEAN_19804,GLEAN_19804,GA25490,FBgn0246868,CG18600,0.87539133,0
GLEAN_19826,GLEAN_19826,GA25493,FBgn0246871,CG15021,1.037858671,0.02953325
GLEAN_07257,GLEAN_07257,GA25494,FBgn0246872,CG40849,0.992204909,0.37193577
GLEAN_19832,GLEAN_19832,GA25494,FBgn0246872,CG7847,0.995070743,0.54020219
GLEAN_19890,GLEAN_19890,GA25494,FBgn0246872,CG40849,0.996279194,0.73414757
GLEAN_19839,GLEAN_19839,GA25495,FBgn0246873,,1.315580929,4.00E-15
GLEAN_19840,GLEAN_19840,GA25497,FBgn0246875,CG6845,1.086132416,4.25E-11
GLEAN_07273,GLEAN_07273,GA25502,FBgn0246880,CG17888,0.990109505,0.5461773
GLEAN_07274,GLEAN_07274,GA25502,FBgn0246880,CG32133,1.013488698,0.42525577
GLEAN_11047,GLEAN_11047,GA25502,FBgn0246880,,1.010934832,0.10553281
GLEAN_13963,GLEAN_13963,GA25502,FBgn0246880,CG14351,0.991146348,0.41235795
GLEAN_07275,GLEAN_07275,GA25504,FBgn0246882,CG9973,0.993407814,0.84094579
GLEAN_11525,GLEAN_11525,GA25504,FBgn0246882,CG6043,1.007290631,0.42517098
GLEAN_19859,GLEAN_19859,GA25504,FBgn0246882,CG9817,0.990301686,0.10994143
GLEAN_10082,GLEAN_10082,GA25505,FBgn0246883,,0.987929501,0.73339583
GLEAN_19860,GLEAN_19860,GA25505,FBgn0246883,,0.991792348,0.35350639
GLEAN_19867,GLEAN_19867,GA25506,FBgn0246884,,0.998814728,0.93034843
GLEAN_01911,GLEAN_01911,GA25508,FBgn0246886,CG17329,1.144248182,0
GLEAN_19882,GLEAN_19882,GA25512,FBgn0246890,CG17883,0.598407433,0
GLEAN_14948,GLEAN_14948,GA25520,FBgn0246898,CG7276,1.973559479,0
GLEAN_14645,GLEAN_14645,GA25527,FBgn0246905,CG15207,1.175194867,3.93E-11
GLEAN_00889,GLEAN_00889,GA25528,FBgn0246906,CG32666,0.905131932,2.00E-15
GLEAN_00520,GLEAN_00520,GA25529,FBgn0246907,CG10981,1.03478425,0.00619964
GLEAN_01022,GLEAN_01022,GA25529,FBgn0246907,CG10981,1.093535457,6.45E-13
GLEAN_01819,GLEAN_01819,GA25534,FBgn0246912,CG5245,0.884356519,1.00E-15
GLEAN_07471,GLEAN_07471,GA25534,FBgn0246912,CG15436,0.973842251,0.00785203
GLEAN_07478,GLEAN_07478,GA25535,FBgn0246913,CG40583,1.279340241,0
GLEAN_10464,GLEAN_10464,GA25536,FBgn0246914,,0.928516852,1.29E-13
GLEAN_07585,GLEAN_07585,GA25537,FBgn0246915,CG32590,0.759541132,9.60E-14
GLEAN_01555,GLEAN_01555,GA25538,FBgn0246916,CG8962,0.867057755,2.38E-10
GLEAN_10116,GLEAN_10116,,FBgn0246917,CG2173,0.887426783,3.00E-11
GLEAN_01817,GLEAN_01817,GA25541,FBgn0246919,CG5245,0.859637307,0
GLEAN_01831,GLEAN_01831,GA25542,FBgn0246920,CG15436,0.943955006,6.90E-14
GLEAN_01832,GLEAN_01832,,FBgn0246921,CG34346,0.850804754,0
GLEAN_01917,GLEAN_01917,GA25544,FBgn0246922,CG34178,1.532726197,8.26E-10
GLEAN_01830,GLEAN_01830,GA25545,FBgn0246923,CG5245,0.928066442,9.30E-12
GLEAN_01833,GLEAN_01833,GA25545,FBgn0246923,CG14938,0.858803514,0
GLEAN_02430,GLEAN_02430,GA25547,FBgn0246925,CG3831,0.866036659,0
GLEAN_07664,GLEAN_07664,GA25550,FBgn0246928,CG4901,0.665033997,0
GLEAN_03152,GLEAN_03152,GA25552,FBgn0246930,CG40300,0.820400343,0
GLEAN_10279,GLEAN_10279,,FBgn0246932,,0.878552253,0
GLEAN_10303,GLEAN_10303,GA25556,FBgn0246933,CG10904,0.985037122,0.74841061
GLEAN_10838,GLEAN_10838,GA25557,FBgn0246934,CG10651,2.263256347,0
GLEAN_03315,GLEAN_03315,GA25563,FBgn0246940,CG14695,1.05127492,1.79E-13
GLEAN_01920,GLEAN_01920,GA25564,FBgn0246941,CG10801,1.234134814,0
GLEAN_09354,GLEAN_09354,GA25564,FBgn0246941,CG10801,1.04389022,0.000000314
GLEAN_04728,GLEAN_04728,GA25572,FBgn0246949,CG31482,1.91136062,9.83E-13
GLEAN_05006,GLEAN_05006,GA25574,FBgn0246951,CG6784,3.674887283,0
GLEAN_05414,GLEAN_05414,GA25574,FBgn0246951,CG6784,1.206476655,0
GLEAN_05415,GLEAN_05415,GA25574,FBgn0246951,CG6784,1.262252032,0
GLEAN_05554,GLEAN_05554,GA25576,FBgn0246953,CG5255,1.3628247,0
GLEAN_01922,GLEAN_01922,GA25581,FBgn0246958,CG11985,0.824504916,0.000000305
GLEAN_17020,GLEAN_17020,GA25593,FBgn0246970,CG17977,0.872967591,4.58E-12
GLEAN_17341,GLEAN_17341,GA25595,FBgn0246972,CG2980,0.60718161,0
GLEAN_01924,GLEAN_01924,GA25596,FBgn0246973,CG33129,1.411960765,6.84E-08
GLEAN_17538,GLEAN_17538,GA25599,FBgn0246976,CG4744,1.355758298,0
GLEAN_07724,GLEAN_07724,GA25611,FBgn0246988,CG8928,0.277584708,0
GLEAN_19061,GLEAN_19061,GA25611,FBgn0246988,CG8928,0.293391708,0
GLEAN_19069,GLEAN_19069,GA25612,FBgn0246989,CG5722,0.962367615,1.50E-10
GLEAN_07898,GLEAN_07898,GA25615,FBgn0246992,CG9096,0.844869253,0.000000058
GLEAN_07908,GLEAN_07908,GA25616,FBgn0246993,CG9096,0.572481112,0
GLEAN_11650,GLEAN_11650,GA25617,FBgn0246994,CG32350,0.812196097,3.50E-14
GLEAN_11660,GLEAN_11660,GA25618,FBgn0246995,CG41128,1.171859818,0.00002234
GLEAN_13982,GLEAN_13982,,FBgn0246996,CG7091,0.838800717,0
GLEAN_12496,GLEAN_12496,,FBgn0246997,CG3661,0.694188803,3.67E-10
GLEAN_12845,GLEAN_12845,,FBgn0246999,CG33180,0.741644646,2.10E-11
GLEAN_19368,GLEAN_19368,,FBgn0247003,CG14981,1.997367774,0
GLEAN_09671,GLEAN_09671,GA25636,FBgn0247013,CG33256,1.010577525,0.0774474
GLEAN_11218,GLEAN_11218,GA25641,FBgn0247018,CG17486,0.422786144,0
GLEAN_01948,GLEAN_01948,GA25644,FBgn0247021,CG33673,1.629579798,0
GLEAN_01951,GLEAN_01951,GA25646,FBgn0247023,CG15623,1.781632771,0
GLEAN_01952,GLEAN_01952,GA25647,FBgn0247024,,3.359158803,0
GLEAN_01958,GLEAN_01958,GA25649,FBgn0247026,CG1660,0.750487527,8.81E-13
GLEAN_00206,GLEAN_00206,GA25650,FBgn0247027,,1.011334325,0.18806013
GLEAN_01963,GLEAN_01963,GA25651,FBgn0247028,CG30104,1.190031696,4.00E-14
GLEAN_01965,GLEAN_01965,,FBgn0247029,CG30490,1.002123281,0.75702004
GLEAN_01968,GLEAN_01968,,FBgn0247030,CG4455,0.955004873,0.0000019
GLEAN_01970,GLEAN_01970,GA25654,FBgn0247031,CG5813,0.859041658,2.02E-11
GLEAN_01971,GLEAN_01971,GA25655,FBgn0247032,CG31737,1.082299661,0.00110681
GLEAN_01973,GLEAN_01973,GA25657,FBgn0247034,CG31817,1.13084406,1.69E-10
GLEAN_01974,GLEAN_01974,GA25658,FBgn0247035,CG10373,0.830182255,0
GLEAN_00209,GLEAN_00209,GA25659,FBgn0247036,CG6375,2.063366359,0
GLEAN_01984,GLEAN_01984,GA25660,FBgn0247037,CG11133,0.943457869,0.00799143
GLEAN_01986,GLEAN_01986,GA25661,FBgn0247038,,1.056878843,0.000001
GLEAN_01991,GLEAN_01991,GA25663,FBgn0247040,CG12560,1.137211032,1.10E-12
GLEAN_00210,GLEAN_00210,GA25665,FBgn0247042,CG8786,1.130295504,0
GLEAN_01996,GLEAN_01996,GA25666,FBgn0247043,CG16719,1.319416453,0
GLEAN_02005,GLEAN_02005,GA25668,FBgn0247045,CG2617,0.856425703,0
GLEAN_00211,GLEAN_00211,GA25669,FBgn0247046,CG15105,2.45291969,0
GLEAN_02013,GLEAN_02013,GA25670,FBgn0247047,CG9329,2.762740388,0
GLEAN_02016,GLEAN_02016,GA25671,FBgn0247048,CG31676,1.019371554,0.03656768
GLEAN_02019,GLEAN_02019,GA25673,FBgn0247050,CG13114,0.77271055,0
GLEAN_02021,GLEAN_02021,GA25674,FBgn0247051,CG9338,1.193666652,6.00E-15
GLEAN_02023,GLEAN_02023,GA25675,FBgn0247052,CG14401,1.173648178,0
GLEAN_02024,GLEAN_02024,GA25676,FBgn0247053,CG5270,0.88785747,5.79E-12
GLEAN_02025,GLEAN_02025,GA25677,FBgn0247054,CG3704,0.715984371,0
GLEAN_02026,GLEAN_02026,GA25678,FBgn0247055,CG16964,1.115971358,5.05E-10
GLEAN_02027,GLEAN_02027,GA25679,FBgn0247056,CG11815,2.951810282,0
GLEAN_02029,GLEAN_02029,GA25682,FBgn0247059,CG34163,0.76731986,0
GLEAN_02033,GLEAN_02033,GA25683,FBgn0247060,CG17265,0.827080695,0
GLEAN_00216,GLEAN_00216,GA25687,FBgn0247064,,1.333298677,0
GLEAN_02048,GLEAN_02048,GA25688,FBgn0247065,CG14023,0.890260839,1.20E-14
GLEAN_02058,GLEAN_02058,GA25689,FBgn0247066,CG16704,2.705508924,0
GLEAN_00217,GLEAN_00217,GA25692,FBgn0247069,CG15455,1.627435087,0
GLEAN_02062,GLEAN_02062,GA25694,FBgn0247071,CG14926,8.961871248,0
GLEAN_02063,GLEAN_02063,GA25695,FBgn0247072,CG13422,0.909849607,6.29E-09
GLEAN_02065,GLEAN_02065,GA25697,FBgn0247074,CG7439,2.114036081,0
GLEAN_02066,GLEAN_02066,GA25698,FBgn0247075,CG31200,1.169182386,1.10E-09
GLEAN_02068,GLEAN_02068,GA25699,FBgn0247076,CG6392,0.730724761,7.00E-15
GLEAN_00218,GLEAN_00218,GA25702,FBgn0247079,CG18492,1.167400831,4.00E-15
GLEAN_02074,GLEAN_02074,GA25704,FBgn0247081,CG17737,1.449645356,0
GLEAN_02079,GLEAN_02079,GA25706,FBgn0247083,CG5814,1.113190113,0.0000266
GLEAN_02081,GLEAN_02081,GA25708,FBgn0247085,CG31867,1.411080213,0
GLEAN_02093,GLEAN_02093,GA25710,FBgn0247087,CG31868,0.977711007,0.00114187
GLEAN_09643,GLEAN_09643,GA25710,FBgn0247087,CG31868,1.014641447,0.08763655
GLEAN_00221,GLEAN_00221,GA25711,FBgn0247088,CG1412,0.935072414,2.09E-12
GLEAN_02095,GLEAN_02095,GA25712,FBgn0247089,CG8590,2.898286069,0
GLEAN_02096,GLEAN_02096,GA25713,FBgn0247090,CG33308,1.768835641,5.00E-15
GLEAN_02100,GLEAN_02100,GA25714,FBgn0247091,CG33281,1.036162301,0.00000252
GLEAN_02101,GLEAN_02101,GA25715,FBgn0247092,CG15408,1.294414792,0
GLEAN_00222,GLEAN_00222,GA25716,FBgn0247093,CG1676,0.698242463,0
GLEAN_02104,GLEAN_02104,GA25717,FBgn0247094,CG8838,1.878264188,0
GLEAN_02106,GLEAN_02106,GA25718,FBgn0247095,CG34175,1.348635052,0
GLEAN_00034,GLEAN_00034,GA25721,FBgn0247098,CG15899,1.054771138,0.000000827
GLEAN_02118,GLEAN_02118,GA25723,FBgn0247100,CG6869,1.153725491,0
GLEAN_02119,GLEAN_02119,GA25724,FBgn0247101,CG6869,1.402304836,0
GLEAN_02120,GLEAN_02120,GA25725,FBgn0247102,CG31762,1.39745323,3.20E-14
GLEAN_02121,GLEAN_02121,GA25725,FBgn0247102,CG31762,0.329968452,0
GLEAN_02126,GLEAN_02126,GA25731,FBgn0247108,CG31761,1.040480552,0.00107824
GLEAN_02127,GLEAN_02127,GA25732,FBgn0247109,CG6504,1.140763716,4.58E-13
GLEAN_02139,GLEAN_02139,GA25734,FBgn0247111,,1.202886065,0
GLEAN_02147,GLEAN_02147,GA25735,FBgn0247112,CG34015,0.79636405,0
GLEAN_02149,GLEAN_02149,GA25736,FBgn0247113,CG7109,0.905571211,1.70E-13
GLEAN_02150,GLEAN_02150,GA25737,FBgn0247114,CG7109,0.350624813,0
GLEAN_02151,GLEAN_02151,GA25738,FBgn0247115,CG14537,1.879696839,0
GLEAN_02152,GLEAN_02152,GA25739,FBgn0247116,CG34132,0.97140849,0.1415148
GLEAN_02154,GLEAN_02154,GA25740,FBgn0247117,,1.196731911,1.75E-12
GLEAN_02155,GLEAN_02155,GA25741,FBgn0247118,CG5524,0.960082309,0.000000012
GLEAN_02156,GLEAN_02156,GA25742,FBgn0247119,CG5524,0.965568154,0.00100695
GLEAN_02157,GLEAN_02157,GA25743,FBgn0247120,CG5524,1.132255855,0.04296709
GLEAN_02159,GLEAN_02159,GA25744,FBgn0247121,CG31956,3.20561241,0
GLEAN_00226,GLEAN_00226,GA25745,FBgn0247122,CG32791,2.931014286,0
GLEAN_02169,GLEAN_02169,GA25747,FBgn0247124,CG13114,0.91459187,4.27E-12
GLEAN_00227,GLEAN_00227,GA25748,FBgn0247125,,1.579206683,0
GLEAN_02171,GLEAN_02171,GA25749,FBgn0247126,CG34340,1.101141598,9.04E-13
GLEAN_02186,GLEAN_02186,GA25752,FBgn0247129,CG10600,0.914528478,0.0000297
GLEAN_02187,GLEAN_02187,GA25753,FBgn0247130,CG17597,0.90450476,0.00675969
GLEAN_02190,GLEAN_02190,GA25755,FBgn0247132,CG31753,1.105883951,1.31E-12
GLEAN_00229,GLEAN_00229,GA25756,FBgn0247133,CG4479,6.715524117,0
GLEAN_02194,GLEAN_02194,GA25759,FBgn0247136,CG15155,1.856904989,0
GLEAN_02197,GLEAN_02197,GA25760,FBgn0247137,CG33710,1.159899655,0
GLEAN_02198,GLEAN_02198,GA25761,FBgn0247138,CG1135,1.134848725,0
GLEAN_02204,GLEAN_02204,GA25763,FBgn0247140,CG7010,1.386454239,0
GLEAN_02209,GLEAN_02209,GA25764,FBgn0247141,CG34174,0.683446351,0
GLEAN_02212,GLEAN_02212,GA25765,FBgn0247142,CG7085,0.839789701,7.39E-13
GLEAN_02214,GLEAN_02214,GA25766,FBgn0247143,CG10174,1.119535286,1.00E-15
GLEAN_02215,GLEAN_02215,GA25767,FBgn0247144,CG10588,1.234477037,0.01008623
GLEAN_02216,GLEAN_02216,GA25768,FBgn0247145,CG10588,1.781015411,0
GLEAN_02238,GLEAN_02238,GA25775,FBgn0247152,CG7380,0.63967012,0
GLEAN_00234,GLEAN_00234,GA25776,FBgn0247153,CG31439,1.038765497,0.0000616
GLEAN_02244,GLEAN_02244,GA25777,FBgn0247154,CG34341,0.804966138,0
GLEAN_00236,GLEAN_00236,GA25779,FBgn0247156,CG34412,0.833584294,1.70E-14
GLEAN_02264,GLEAN_02264,GA25782,FBgn0247159,,1.069502608,0.00130095
GLEAN_00237,GLEAN_00237,GA25783,FBgn0247160,CG34412,0.680326881,0
GLEAN_02267,GLEAN_02267,GA25784,FBgn0247161,CG2302,5.113106231,0
GLEAN_02268,GLEAN_02268,GA25785,FBgn0247162,CG5461,0.989005192,0.01681966
GLEAN_02271,GLEAN_02271,GA25788,FBgn0247165,CG5461,0.946267512,5.25E-11
GLEAN_02272,GLEAN_02272,GA25789,FBgn0247166,CG5461,0.826507605,4.00E-15
GLEAN_02274,GLEAN_02274,GA25790,FBgn0247167,CG5427,1.032921059,0.000000126
GLEAN_02275,GLEAN_02275,GA25791,FBgn0247168,CG5427,1.030039741,0.000000612
GLEAN_02288,GLEAN_02288,GA25794,FBgn0247171,CG17927,1.953281662,0
GLEAN_02289,GLEAN_02289,GA25795,FBgn0247172,CG17928,1.102822036,3.12E-13
GLEAN_02292,GLEAN_02292,GA25796,FBgn0247173,CG17932,1.181811547,8.54E-10
GLEAN_00239,GLEAN_00239,GA25798,FBgn0247175,CG33249,1.053689648,1.70E-09
GLEAN_02299,GLEAN_02299,,FBgn0247176,,0.989032614,0.26663754
GLEAN_02300,GLEAN_02300,GA25801,FBgn0247178,,0.955090932,4.11E-09
GLEAN_02301,GLEAN_02301,GA25802,FBgn0247179,,1.184107448,0
GLEAN_02302,GLEAN_02302,GA25803,FBgn0247180,CG17097,18.21935524,0
GLEAN_02303,GLEAN_02303,GA25803,FBgn0247180,CG17097,13.10367886,0
GLEAN_02305,GLEAN_02305,GA25804,FBgn0247181,CG31607,1.002693031,0.54125093
GLEAN_02306,GLEAN_02306,GA25804,FBgn0247181,CG31900,0.939776762,7.00E-12
GLEAN_02313,GLEAN_02313,GA25805,FBgn0247182,CG33715,2.090285493,0
GLEAN_02314,GLEAN_02314,GA25806,FBgn0247183,CG3429,1.461449522,0
GLEAN_02316,GLEAN_02316,GA25807,FBgn0247184,CG14932,1.759907984,0
GLEAN_02317,GLEAN_02317,GA25808,FBgn0247185,,2.703821666,0
GLEAN_02319,GLEAN_02319,GA25809,FBgn0247186,,1.248763262,9.70E-14
GLEAN_02320,GLEAN_02320,GA25810,FBgn0247187,CG4983,1.313667351,0
GLEAN_02321,GLEAN_02321,GA25811,FBgn0247188,CG12307,3.789742958,0
GLEAN_00241,GLEAN_00241,GA25812,FBgn0247189,CG32597,0.649229293,0
GLEAN_02323,GLEAN_02323,GA25813,FBgn0247190,CG10970,1.17723309,1.00E-15
GLEAN_02327,GLEAN_02327,GA25814,FBgn0247191,CG4970,1.944501031,0
GLEAN_02328,GLEAN_02328,GA25815,FBgn0247192,CG1404,1.450147852,0
GLEAN_13629,GLEAN_13629,GA25816,FBgn0247193,CG9990,2.106138045,0
GLEAN_02333,GLEAN_02333,GA25817,FBgn0247194,CG10602,1.106037269,0.00000571
GLEAN_02336,GLEAN_02336,GA25818,FBgn0247195,CG12781,1.761494536,0
GLEAN_15024,GLEAN_15024,GA25818,FBgn0247195,CG13472,1.505872892,3.40E-14
GLEAN_02339,GLEAN_02339,GA25820,FBgn0247197,CG12019,1.056234375,0.00008443
GLEAN_02340,GLEAN_02340,GA25821,FBgn0247198,CG34176,1.109108111,2.61E-08
GLEAN_02342,GLEAN_02342,GA25822,FBgn0247199,CG15423,1.398713031,0
GLEAN_02343,GLEAN_02343,GA25823,FBgn0247200,CG10039,1.178702799,4.82E-12
GLEAN_02344,GLEAN_02344,GA25824,FBgn0247201,CG10459,1.224336392,1.00E-15
GLEAN_02347,GLEAN_02347,GA25826,FBgn0247203,CG2061,1.06431854,5.66E-13
GLEAN_02358,GLEAN_02358,GA25829,FBgn0247206,CG7216,0.948743499,2.74E-08
GLEAN_02360,GLEAN_02360,GA25830,FBgn0247207,CG32152,0.820286619,0
GLEAN_02361,GLEAN_02361,GA25831,FBgn0247208,CG5151,0.687961626,0
GLEAN_02362,GLEAN_02362,GA25832,FBgn0247209,CG13795,1.126150778,5.69E-08
GLEAN_00246,GLEAN_00246,GA25833,FBgn0247210,CG32365,0.904818292,0.04932085
GLEAN_02366,GLEAN_02366,GA25834,FBgn0247211,CG12535,2.652586872,0
GLEAN_02371,GLEAN_02371,GA25835,FBgn0247212,CG14617,2.375283969,0
GLEAN_02374,GLEAN_02374,GA25836,FBgn0247213,CG34374,1.006494996,0.37484648
GLEAN_00247,GLEAN_00247,GA25837,FBgn0247214,CG8051,1.046099442,5.33E-08
GLEAN_02380,GLEAN_02380,GA25838,FBgn0247215,CG2830,3.574892848,0
GLEAN_02392,GLEAN_02392,GA25841,FBgn0247218,CG4184,0.709955252,0
GLEAN_02395,GLEAN_02395,GA25843,FBgn0247220,CG3018,0.970681566,0.00000248
GLEAN_02399,GLEAN_02399,GA25844,FBgn0247221,CG2807,0.628463124,0
GLEAN_00249,GLEAN_00249,GA25845,FBgn0247222,CG14196,1.051763255,0.00000571
GLEAN_02402,GLEAN_02402,GA25846,FBgn0247223,CG4278,1.121554712,0.000000254
GLEAN_02404,GLEAN_02404,GA25848,FBgn0247225,CG13689,0.586092386,0
GLEAN_02405,GLEAN_02405,GA25849,FBgn0247226,CG14938,0.945041769,1.42E-10
GLEAN_00250,GLEAN_00250,GA25850,FBgn0247227,CG7874,1.139657249,1.60E-14
GLEAN_00455,GLEAN_00455,GA25850,FBgn0247227,,1.24323584,2.16E-10
GLEAN_02413,GLEAN_02413,GA25851,FBgn0247228,CG6618,0.851866936,0
GLEAN_02416,GLEAN_02416,GA25852,FBgn0247229,CG4969,1.073409082,0.00009876
GLEAN_02423,GLEAN_02423,GA25855,FBgn0247232,CG7627,0.269657488,0
GLEAN_00252,GLEAN_00252,GA25857,FBgn0247234,CG12359,0.766628746,0
GLEAN_02436,GLEAN_02436,GA25858,FBgn0247235,CG12245,1.750661309,0
GLEAN_00253,GLEAN_00253,GA25860,FBgn0247237,CG7990,1.066482284,1.85E-09
GLEAN_00254,GLEAN_00254,GA25862,FBgn0247239,CG7380,0.5428404,0
GLEAN_02453,GLEAN_02453,GA25863,FBgn0247240,CG4036,1.049163847,0.00000593
GLEAN_02458,GLEAN_02458,GA25864,FBgn0247241,CG3752,0.752832074,3.00E-15
GLEAN_02462,GLEAN_02462,GA25865,FBgn0247242,CG4594,0.929225081,1.00E-15
GLEAN_00255,GLEAN_00255,GA25866,FBgn0247243,CG7380,0.787253406,3.00E-15
GLEAN_02463,GLEAN_02463,GA25867,FBgn0247244,CG4592,0.863758555,0
GLEAN_02480,GLEAN_02480,GA25871,FBgn0247248,CG34159,0.649544377,0
GLEAN_02482,GLEAN_02482,GA25872,FBgn0247249,CG5772,1.209407139,0
GLEAN_02507,GLEAN_02507,GA25874,FBgn0247251,CG34183,0.928259448,6.45E-09
GLEAN_02511,GLEAN_02511,GA25876,FBgn0247253,CG34058,0.976674679,0.07660575
GLEAN_02521,GLEAN_02521,GA25878,FBgn0247255,CG31710,0.90645041,0
GLEAN_02531,GLEAN_02531,GA25879,FBgn0247256,CG13383,0.839498702,0.000000342
GLEAN_02532,GLEAN_02532,GA25880,FBgn0247257,CG17291,1.233536154,3.73E-12
GLEAN_02544,GLEAN_02544,GA25883,FBgn0247260,CG5912,0.972850483,0.01465144
GLEAN_02547,GLEAN_02547,GA25886,FBgn0247263,CG12795,0.538530515,0
GLEAN_02553,GLEAN_02553,GA25887,FBgn0247264,CG2863,0.569631171,0
GLEAN_02554,GLEAN_02554,GA25888,FBgn0247265,CG18156,0.566873998,0
GLEAN_02555,GLEAN_02555,GA25889,FBgn0247266,CG11835,1.051661196,0.000000302
GLEAN_19889,GLEAN_19889,GA25889,FBgn0247266,CG11835,0.993085612,0.56749754
GLEAN_02570,GLEAN_02570,GA25892,FBgn0247269,CG3018,0.840488509,7.24E-10
GLEAN_02572,GLEAN_02572,GA25893,FBgn0247270,CG3298,0.842588424,0
GLEAN_02573,GLEAN_02573,GA25894,FBgn0247271,CG2092,0.993124849,0.03681541
GLEAN_02574,GLEAN_02574,GA25895,FBgn0247272,CG2092,1.025537325,0.0002783
GLEAN_02577,GLEAN_02577,GA25896,FBgn0247273,CG1888,1.320148295,0
GLEAN_02373,GLEAN_02373,GA25897,FBgn0247274,CG11912,0.882335967,2.48E-10
GLEAN_02581,GLEAN_02581,GA25897,FBgn0247274,CG11912,0.973916506,0.53978207
GLEAN_02585,GLEAN_02585,GA25898,FBgn0247275,CG7025,1.242805042,7.10E-14
GLEAN_00267,GLEAN_00267,GA25899,FBgn0247276,CG7744,0.696550569,0
GLEAN_02597,GLEAN_02597,GA25900,FBgn0247277,CG33635,0.986677147,0.08516037
GLEAN_02604,GLEAN_02604,GA25902,FBgn0247279,CG15800,1.31084763,0
GLEAN_02605,GLEAN_02605,GA25903,FBgn0247280,CG2898,1.288506665,1.30E-14
GLEAN_12572,GLEAN_12572,GA25903,FBgn0247280,CG2898,1.303327816,0
GLEAN_02606,GLEAN_02606,GA25904,FBgn0247281,CG33120,1.014409386,0.01174448
GLEAN_02607,GLEAN_02607,GA25905,FBgn0247282,CG31752,1.398131443,0
GLEAN_02608,GLEAN_02608,GA25906,FBgn0247283,CG34168,4.56875158,0
GLEAN_02609,GLEAN_02609,GA25907,FBgn0247284,CG31807,1.188300735,0
GLEAN_02612,GLEAN_02612,GA25909,FBgn0247286,CG3399,2.052383027,0
GLEAN_02615,GLEAN_02615,GA25910,FBgn0247287,,1.951116604,0
GLEAN_02616,GLEAN_02616,GA25911,FBgn0247288,CG31791,2.410445816,0
GLEAN_02618,GLEAN_02618,GA25912,FBgn0247289,CG9901,1.417746898,0
GLEAN_02621,GLEAN_02621,GA25913,FBgn0247290,CG6500,0.874724132,7.07E-10
GLEAN_02622,GLEAN_02622,GA25914,FBgn0247291,,0.915860643,3.41E-11
GLEAN_00270,GLEAN_00270,GA25916,FBgn0247293,CG33293,1.472226862,0
GLEAN_02636,GLEAN_02636,GA25918,FBgn0247295,CG3558,0.870067961,1.94E-09
GLEAN_07659,GLEAN_07659,GA25918,FBgn0247295,CG3558,0.902876145,1.43E-08
GLEAN_02637,GLEAN_02637,GA25919,FBgn0247296,CG32832,1.794273729,0
GLEAN_00273,GLEAN_00273,,FBgn0247297,,0.97828722,0.00665443
GLEAN_02647,GLEAN_02647,GA25921,FBgn0247298,CG11397,0.85423209,0
GLEAN_02648,GLEAN_02648,GA25922,FBgn0247299,CG11397,0.48310209,0
GLEAN_02652,GLEAN_02652,GA25924,FBgn0247301,CG12078,0.967108728,0.000000458
GLEAN_02653,GLEAN_02653,GA25924,FBgn0247301,CG12078,1.289578861,0
GLEAN_02654,GLEAN_02654,GA25925,FBgn0247302,CG18317,0.936694176,0.00087926
GLEAN_02659,GLEAN_02659,GA25929,FBgn0247306,CG6382,1.139578257,4.89E-10
GLEAN_02660,GLEAN_02660,GA25930,FBgn0247307,CG6382,1.133040947,3.10E-10
GLEAN_02666,GLEAN_02666,GA25932,FBgn0247309,CG18536,1.035243396,0.0000107
GLEAN_02667,GLEAN_02667,GA25933,FBgn0247310,CG16711,0.996025097,0.51135157
GLEAN_02670,GLEAN_02670,GA25934,FBgn0247311,CG3222,1.381082976,0
GLEAN_02671,GLEAN_02671,GA25935,FBgn0247312,CG5020,1.158373096,7.60E-09
GLEAN_02676,GLEAN_02676,GA25937,FBgn0247314,CG5050,1.280582323,0
GLEAN_02684,GLEAN_02684,GA25940,FBgn0247317,CG32164,1.654161391,1.00E-15
GLEAN_02685,GLEAN_02685,GA25941,FBgn0247318,CG7654,2.58434737,0
GLEAN_02710,GLEAN_02710,GA25946,FBgn0247323,CG5787,1.280049854,0
GLEAN_02711,GLEAN_02711,GA25947,FBgn0247324,CG5014,2.183132963,0
GLEAN_02714,GLEAN_02714,GA25948,FBgn0247325,CG5014,1.376400193,0
GLEAN_02718,GLEAN_02718,GA25950,FBgn0247327,CG10882,1.002074659,0.77413961
GLEAN_02720,GLEAN_02720,GA25952,FBgn0247329,CG15386,0.923958526,0.000000113
GLEAN_02725,GLEAN_02725,GA25953,FBgn0247330,CG34172,2.043723466,1.50E-14
GLEAN_00282,GLEAN_00282,,FBgn0247331,CG2862,0.827539453,4.25E-11
GLEAN_02731,GLEAN_02731,GA25955,FBgn0247332,CG12750,0.661218961,0
GLEAN_02733,GLEAN_02733,GA25956,FBgn0247333,CG16712,2.890261443,0
GLEAN_02734,GLEAN_02734,GA25957,FBgn0247334,,0.827482095,0.0000131
GLEAN_02736,GLEAN_02736,GA25958,FBgn0247335,CG12306,1.432068001,0
GLEAN_02738,GLEAN_02738,GA25959,FBgn0247336,CG3510,0.993071845,0.79389522
GLEAN_02746,GLEAN_02746,GA25960,FBgn0247337,CG5783,1.035674032,0.00078048
