ID,GAnumber,Average.intensity,log2,t,adj.p.value
GLEAN_16139,GA24113,6.115475691,0.585434639,2.85752209,0.049720098
GLEAN_06373,GA11223,7.621614385,0.585645973,4.434939591,0.00245324
GLEAN_04279,GA20068,8.582728724,0.585976462,4.278684581,0.003386713
GLEAN_14211,GA23367,11.76967997,0.589738702,3.08788805,0.032869301
GLEAN_07014,GA14625,9.785963959,0.593319271,7.165477038,5.80E-06
GLEAN_12837,GA22760,6.75943624,0.594223523,3.875201834,0.007417187
GLEAN_02462,GA25865,7.795960603,0.605301131,4.229582643,0.003677934
GLEAN_07810,GA27817,6.222172977,0.606666063,5.297026358,0.000386261
GLEAN_16464,GA15801,6.521778014,0.609032412,2.915783444,0.044979399
GLEAN_01500,GA14417,9.500801637,0.609765699,11.10044059,1.36E-09
GLEAN_16916,GA24388,10.79234092,0.611723264,3.402814901,0.01845638
GLEAN_17724,GA15750,7.590243601,0.612965348,3.683302417,0.01074446
GLEAN_13352,GA23027,8.915092019,0.613715722,5.899801254,0.000101181
GLEAN_01024,GA11369,10.08335902,0.617189739,4.902864347,0.000924643
GLEAN_17604,GA10760,10.22243692,0.620146665,5.147281343,0.000540757
GLEAN_08876,GA12749,6.676409082,0.620312632,3.838066959,0.007908651
GLEAN_18853,GA25073,8.445673501,0.622137073,3.583322913,0.012967378
GLEAN_01279,GA23128,7.517834777,0.624221913,4.43705758,0.002446514
GLEAN_10357,GA16339,5.795159212,0.625884326,6.613957717,1.96E-05
GLEAN_01594,GA24367,7.141254009,0.626119646,5.864602752,0.000108681
GLEAN_09979,GA28689,6.470221259,0.630290822,5.653900837,0.00018068
GLEAN_17634,GA18348,9.990406776,0.635045717,6.358588185,3.46E-05
GLEAN_11844,GA20097,7.448933408,0.6358368,4.765158224,0.001229622
GLEAN_13061,GA22876,6.191994474,0.636879596,7.450514195,3.20E-06
GLEAN_17202,GA17320,8.194156127,0.637017904,3.13486849,0.030335715
GLEAN_16462,GA24238,6.564612556,0.637410679,2.871288135,0.048532768
GLEAN_09711,GA11337,7.894377934,0.638447867,6.080460367,6.74E-05
GLEAN_08423,GA28073,6.767409296,0.639123248,5.975915912,8.49E-05
GLEAN_15669,GA23917,7.170682391,0.641631354,3.538521219,0.014106226
GLEAN_03715,GA11482,10.17675618,0.644507249,5.895791847,0.00010181
GLEAN_05321,GA13793,9.03708105,0.646109711,4.31358699,0.003147457
GLEAN_04772,GA16146,5.369047897,0.646550715,3.925602335,0.006748303
GLEAN_08018,GA27917,9.976389449,0.651260812,4.134713726,0.004472913
GLEAN_15040,GA10415,9.830454042,0.657891887,5.177708371,0.000503784
GLEAN_10108,GA28726,12.05824068,0.6613372,5.616967741,0.000192385
GLEAN_02015,GA16384,10.83384795,0.662663537,2.868064279,0.048823958
GLEAN_03434,GA26213,8.827969494,0.66600155,4.484170545,0.00223449
GLEAN_17679,GA17849,7.260735755,0.667360373,6.288655827,4.04E-05
GLEAN_03444,GA10907,8.997370012,0.668956475,4.083901094,0.005017578
GLEAN_01574,GA18205,12.10499324,0.679836427,5.839369725,0.000116616
GLEAN_12709,GA13130,5.40623024,0.681096144,2.868969892,0.048754874
GLEAN_15333,GA23767,6.310525629,0.682363513,3.48296455,0.015628574
GLEAN_13520,GA18255,7.883990201,0.683437271,4.057181386,0.005242613
GLEAN_06870,GA13111,10.68570936,0.684616689,7.692927056,1.81E-06
GLEAN_16927,GA10774,10.62920645,0.685287503,4.817841955,0.001107453
GLEAN_01116,GA22224,7.155905457,0.688279878,4.35332417,0.002925663
GLEAN_00243,GA20664,7.090724294,0.692943597,7.492886589,2.97E-06
GLEAN_10702,GA11720,6.876955647,0.709246768,4.235545098,0.003637923
GLEAN_16640,GA25134,7.40718142,0.710141229,3.885683912,0.007288177
GLEAN_00066,GA19563,8.463657076,0.714448659,5.456659642,0.000264387
GLEAN_08958,GA20172,7.546375405,0.719744076,3.070655542,0.033960551
GLEAN_08422,GA28071,7.833751171,0.722328255,6.131475275,5.99E-05
GLEAN_04751,GA26729,7.539089472,0.72257727,3.533188115,0.014255085
GLEAN_04339,GA10156,9.859908748,0.726529875,7.27075882,4.67E-06
GLEAN_12377,GA22543,6.849965727,0.730021765,4.172232178,0.004108185
GLEAN_08637,GA18607,10.07077309,0.730546137,5.539107057,0.000229209
GLEAN_09732,GA20367,9.358055722,0.738599653,3.100607455,0.032381284
GLEAN_15094,GA23683,7.458090237,0.739108126,3.123959594,0.03088283
GLEAN_00428,GA17035,10.35408563,0.743324318,3.521734074,0.014516541
GLEAN_08822,GA28219,9.082836519,0.747644221,5.320925907,0.000367211
GLEAN_11842,GA20067,6.946662273,0.753426637,7.928114197,1.08E-06
GLEAN_15508,GA23837,11.94501522,0.75930479,8.717950719,1.97E-07
GLEAN_06028,GA27200,6.468350423,0.760248392,7.332570424,4.09E-06
GLEAN_08208,GA27991,8.331109988,0.760443683,5.686634029,0.000168734
GLEAN_16461,GA21326,9.485736957,0.763099817,5.917819532,9.70E-05
GLEAN_01225,GA22843,5.648830581,0.765917591,4.535578297,0.002007784
GLEAN_14547,GA12788,5.519477175,0.768715353,8.135923781,7.54E-07
GLEAN_05340,GA26945,10.46382361,0.771255839,4.659859753,0.001552585
GLEAN_05746,GA15968,10.02333317,0.777556195,6.628445455,1.91E-05
GLEAN_12229,GA22484,6.917476903,0.783010085,7.142640128,6.03E-06
GLEAN_16149,GA21185,8.770745349,0.784513042,6.664504317,1.79E-05
GLEAN_06270,GA17378,8.65146299,0.784839286,6.372760774,3.34E-05
GLEAN_17030,GA15516,8.19983744,0.795388328,5.581164926,0.000210352
GLEAN_05777,GA11255,10.13471867,0.80348642,5.457284145,0.000264387
GLEAN_09861,GA11775,6.935433972,0.809268161,3.85232271,0.007748326
GLEAN_04372,GA21108,8.871094953,0.817512707,5.04103758,0.000689445
GLEAN_10601,GA18687,6.074392292,0.823422074,2.990676128,0.039086087
GLEAN_12581,GA17725,8.869257144,0.825781304,3.198725575,0.026969813
GLEAN_05440,GA26984,9.071057632,0.844233562,5.516715539,0.000237785
GLEAN_03127,GA26110,7.811330132,0.851330486,2.948959462,0.042062162
GLEAN_00986,GA12667,9.351730689,0.860051421,6.541990027,2.22E-05
GLEAN_09440,GA14343,7.357682322,0.861057153,6.871682265,1.14E-05
GLEAN_15571,GA19836,10.98300189,0.873676531,5.684403035,0.000169003
GLEAN_04289,GA20063,11.38124302,0.875483545,4.070761422,0.005152781
GLEAN_07338,GA27664,6.705437577,0.886661904,9.41105094,3.78E-08
GLEAN_03110,GA17206,8.823890138,0.888838314,12.94021065,9.44E-11
GLEAN_04748,GA26728,6.74443485,0.893749054,2.981551244,0.039692575
GLEAN_01348,GA23473,6.543134264,0.897849141,12.5905047,9.44E-11
GLEAN_09040,GA28317,6.15065838,0.901006867,3.651791967,0.011374874
GLEAN_04035,GA15512,8.073355863,0.902794358,6.632858818,1.91E-05
GLEAN_06691,GA27437,10.15943274,0.904223976,3.010269875,0.037623775
GLEAN_18654,GA24982,9.693975854,0.905262015,5.748808132,0.000145084
GLEAN_11816,GA13599,6.425555894,0.914736243,3.536234428,0.014168854
GLEAN_07885,GA27858,6.693855781,0.918383086,7.336726621,4.09E-06
GLEAN_09683,GA28585,7.78073174,0.926364685,4.53722021,0.002001897
GLEAN_15222,GA23731,9.884948818,0.934879814,5.505882071,0.000242531
GLEAN_19300,GA25254,8.660014495,0.944754693,3.334338723,0.021038081
GLEAN_11434,GA18211,11.4107122,0.959833234,3.183751854,0.027681866
GLEAN_18620,GA15365,8.647840753,1.030842954,3.035539637,0.036099334
GLEAN_12459,GA22571,7.72729457,1.038276064,6.746343574,1.53E-05
GLEAN_01014,GA17258,8.96178514,1.041010255,5.425793162,0.000282251
GLEAN_06145,GA20814,8.125139716,1.047106556,5.603408702,0.000199479
GLEAN_03880,GA15295,7.535759682,1.058624227,8.217532734,6.57E-07
GLEAN_02868,GA26005,7.645203069,1.072348384,5.02176033,0.000711361
GLEAN_15221,GA19332,8.93091736,1.072656973,6.754077645,1.53E-05
GLEAN_13280,GA13248,7.772243399,1.0791781,7.854169363,1.27E-06
GLEAN_01286,GA23172,10.16044006,1.127088624,5.136611949,0.000551908
GLEAN_09539,GA28532,8.033630724,1.159690258,3.409262782,0.018194846
GLEAN_08414,GA28068,9.325891625,1.169236451,3.130175428,0.030579732
GLEAN_18511,GA12421,7.61440424,1.176570825,8.376052183,4.85E-07
GLEAN_05577,GA18171,11.79910744,1.177790876,4.220207633,0.003739021
GLEAN_12979,GA22845,11.7008578,1.198389966,3.422873039,0.017688528
GLEAN_18980,GA11784,12.16123801,1.254358619,12.30417993,1.36E-10
GLEAN_02793,GA13060,8.511623806,1.254459194,6.543512767,2.22E-05
GLEAN_09461,GA28500,9.69682171,1.285445812,2.939808458,0.042882431
GLEAN_05648,GA18443,7.314007949,1.30595234,5.034677614,0.000698532
GLEAN_07592,GA12074,9.717722859,1.332019519,3.61355616,0.012279068
GLEAN_12540,GA22618,8.496304403,1.341754622,8.847595276,1.44E-07
GLEAN_19537,GA11673,9.022011459,1.356312376,3.408363711,0.018227034
GLEAN_03994,GA26445,6.191326984,1.357960165,2.974400365,0.040162367
GLEAN_06810,GA19985,8.195075608,1.464863887,8.022532743,9.19E-07
GLEAN_15266,GA23746,11.96945864,1.544174015,3.63794945,0.011681535
GLEAN_04669,GA26696,8.656344102,1.563717462,5.774956425,0.000137753
GLEAN_06422,GA27338,9.782078023,1.641873624,3.142239175,0.029897949
GLEAN_12505,GA22600,6.982983819,1.651395785,3.82039744,0.008191584
GLEAN_07668,GA27776,6.760900551,1.659464909,5.800446336,0.000129688
GLEAN_07669,GA27775,6.721997496,1.667430729,5.529056942,0.000234174
GLEAN_07486,GA18222,9.542479548,1.703978008,10.98880367,1.56E-09
GLEAN_02516,GA17961,9.695401426,1.738249107,3.671105327,0.010996421
GLEAN_18198,GA10817,7.705095698,1.840233915,7.260201147,4.71E-06
GLEAN_04775,GA14428,7.452970252,1.866008058,9.483192141,3.29E-08
GLEAN_15282,GA23748,8.529216595,1.935435121,3.955459086,0.0064282
GLEAN_05356,GA16027,7.523192304,2.29734909,9.741990576,1.87E-08
GLEAN_08625,GA28149,6.219131795,2.359303261,3.756773418,0.009259781
GLEAN_14100,GA23326,7.931348273,2.464820494,5.619573737,0.00019179
GLEAN_17160,GA24459,6.488035347,2.515242783,3.695488516,0.010501763
GLEAN_15265,GA23745,8.731060765,3.022050646,4.017502051,0.005706571
