ID,GAnumber,Average.intensity,log2,t,adj.p.value
GLEAN_08974,GA21952,13.39098966,0.158368051,4.073181419,0.005129802
GLEAN_06680,GA16398,9.743767166,0.158392892,2.861275466,0.04938907
GLEAN_09947,GA28686,15.90563687,0.158531465,3.895631607,0.007167716
GLEAN_17437,GA20911,14.31484705,0.158537108,3.353749514,0.020204021
GLEAN_16043,GA24084,11.29205362,0.158690068,3.725450723,0.009825229
GLEAN_09434,GA16837,10.72471408,0.158842081,3.273558756,0.023721091
GLEAN_17045,GA10117,10.82610342,0.159102978,3.236094967,0.025334862
GLEAN_00754,GA27700,6.127682868,0.159196459,2.871804081,0.048512231
GLEAN_10441,GA15910,10.9149061,0.159379358,3.21031153,0.026630026
GLEAN_07552,GA19182,10.26239781,0.159435905,2.854964046,0.049944744
GLEAN_03144,GA26119,6.579561422,0.159720499,2.981628701,0.039692575
GLEAN_09468,GA28504,11.5690477,0.159980608,2.885639233,0.047294906
GLEAN_15556,GA16889,10.76527232,0.160065406,4.844671448,0.001055876
GLEAN_11980,GA14034,11.88316291,0.160178805,5.142832927,0.000545158
GLEAN_17220,GA22081,5.160682454,0.160535687,3.47905175,0.015729375
GLEAN_04823,GA26756,14.42121176,0.160752505,2.906350736,0.04577753
GLEAN_17574,GA14268,11.84486149,0.16101887,3.42045687,0.017781155
GLEAN_01682,GA20305,12.68918299,0.161064371,4.225552292,0.003696838
GLEAN_19418,GA10334,12.9698432,0.161273423,3.489245149,0.015495507
GLEAN_17898,GA29180,11.52814446,0.161657425,3.257403625,0.024409087
GLEAN_19759,GA19948,12.23920097,0.16187158,2.978092021,0.039857105
GLEAN_10536,GA11531,5.911549201,0.162177881,3.49555732,0.01535188
GLEAN_09315,GA12996,12.21442261,0.162236185,4.075035741,0.005115327
GLEAN_02560,GA11227,10.8678487,0.162256183,3.748377955,0.009421153
GLEAN_03873,GA15357,11.44821445,0.162297791,3.019667572,0.036970244
GLEAN_14408,GA19760,11.55165249,0.162755276,5.016730134,0.000718977
GLEAN_00466,GA26643,10.83485985,0.162891299,4.299849842,0.003214435
GLEAN_03791,GA10574,11.3806938,0.162919029,3.161090948,0.028843536
GLEAN_11967,GA18159,10.23457712,0.162975022,3.046862483,0.035453595
GLEAN_18283,GA11193,5.645867375,0.163476316,3.039326495,0.035944065
GLEAN_02133,GA17737,12.45475314,0.163532611,3.049575905,0.035270642
GLEAN_10162,GA11129,11.07447019,0.163653246,3.769590591,0.00904391
GLEAN_06757,GA10316,10.91742375,0.163763202,3.491955629,0.015425344
GLEAN_16300,GA12330,5.279481301,0.163792245,2.957875431,0.041436803
GLEAN_19054,GA13500,10.34301099,0.164048095,3.327259846,0.02132298
GLEAN_07497,GA27726,10.67913356,0.164153007,3.03608997,0.036065752
GLEAN_16954,GA11356,10.10420877,0.164296648,3.090437288,0.03281239
GLEAN_06026,GA27199,5.345429619,0.164356388,3.131766701,0.030501554
GLEAN_07039,GA20142,11.44882473,0.164401692,3.392426724,0.018778695
GLEAN_01659,GA20738,9.514196408,0.164414684,2.872949538,0.048414083
GLEAN_17752,GA24673,11.17874621,0.164583799,3.380499238,0.019229393
GLEAN_01620,GA14369,11.62380015,0.164617496,3.394570469,0.018707367
GLEAN_05027,GA20454,13.4063078,0.164665818,3.307650368,0.022161952
GLEAN_09863,GA17958,10.72656914,0.165077008,3.097043966,0.032550924
GLEAN_00963,GA17461,14.36302076,0.165324027,3.136733993,0.03026978
GLEAN_05396,GA20469,11.49528007,0.165361946,3.418095771,0.017849851
GLEAN_19578,GA21856,9.627985304,0.165614434,2.960710939,0.041340887
GLEAN_01792,GA24990,11.90972028,0.165807954,3.152634654,0.029325352
GLEAN_11100,GA29151,6.54149377,0.165923851,3.57928584,0.013060873
GLEAN_16766,GA17574,12.0749004,0.166058274,4.161550193,0.00421513
GLEAN_02537,GA18347,8.279385666,0.166089728,3.153392365,0.029303141
GLEAN_15762,GA16907,10.61852194,0.166184957,3.233674308,0.025450556
GLEAN_09849,GA28655,10.35172996,0.166400959,3.177019974,0.028044483
GLEAN_18375,GA12807,11.31575563,0.166415292,3.969436319,0.006260227
GLEAN_05107,GA20606,12.59728131,0.166533032,3.469816621,0.016039801
GLEAN_03243,GA19430,12.4908047,0.166605894,4.376438557,0.002765028
GLEAN_17879,GA14945,11.12975421,0.166659548,3.2586802,0.024364244
GLEAN_06368,GA27316,6.515818727,0.166782188,3.035048282,0.036109155
GLEAN_04244,GA18839,11.09576066,0.166877591,3.56529092,0.013398533
GLEAN_02890,GA14423,11.53350175,0.166972283,3.370600745,0.019530696
GLEAN_15233,GA21207,12.41580172,0.167001279,2.906375833,0.04577753
GLEAN_13633,GA23151,11.83868929,0.167951259,3.070802213,0.033960551
GLEAN_13591,GA21462,11.99417949,0.168067366,3.43214366,0.017353777
GLEAN_15610,GA19411,7.172772312,0.168323806,3.050493542,0.03525074
GLEAN_18347,GA14679,10.55353178,0.168355009,3.181814286,0.027777549
GLEAN_10484,GA12722,11.00103434,0.168415967,3.424746242,0.017610274
GLEAN_01382,GA11490,11.39561445,0.168525424,2.91179051,0.045350254
GLEAN_17801,GA15646,10.95389904,0.168752331,3.126929338,0.030747692
GLEAN_07587,GA18820,12.03543473,0.168850648,3.86632634,0.007543543
GLEAN_05825,GA18190,12.93701469,0.169052675,2.902522853,0.046043749
GLEAN_09135,GA17955,13.55110832,0.169115671,3.326820382,0.02132298
GLEAN_10427,GA17997,9.794238654,0.169149249,3.617932715,0.012205464
GLEAN_05800,GA27111,6.434099792,0.169386817,3.03252974,0.036225375
GLEAN_16505,GA21200,6.619071755,0.169721018,3.484108241,0.015601137
GLEAN_19195,GA14446,11.21929821,0.16976316,3.764559899,0.009122733
GLEAN_14830,GA23599,6.362709879,0.169850883,3.224820381,0.025936421
GLEAN_16161,GA21041,13.95902229,0.16991486,3.037033723,0.036049932
GLEAN_03724,GA20031,13.10156746,0.170003915,3.242294774,0.025065582
GLEAN_06975,GA18057,10.75717935,0.170035876,5.182122814,0.000498778
GLEAN_09467,GA18625,13.30761679,0.170044203,3.05585718,0.034974919
GLEAN_16777,GA10839,12.23031683,0.1701212,4.25079571,0.003550255
GLEAN_11994,GA22386,10.61429845,0.170343172,3.343136255,0.020685365
GLEAN_16687,GA13507,11.94321628,0.170599458,5.041615325,0.000689445
GLEAN_05596,GA21793,9.463181683,0.170736057,2.872695342,0.048423846
GLEAN_17400,GA13591,11.0923161,0.171050599,4.296635396,0.003237791
GLEAN_04826,GA19024,11.59713418,0.171079329,3.507634177,0.014936589
GLEAN_12960,GA14020,11.72545941,0.171157571,2.936910104,0.043082241
GLEAN_09128,GA17458,10.91221315,0.171180748,3.152474522,0.029325352
GLEAN_19771,GA25471,10.97566029,0.171381841,3.892617462,0.007195184
GLEAN_14668,GA19925,12.06709848,0.171449863,4.782205199,0.001190856
GLEAN_14243,GA10706,11.06683435,0.171534336,3.392451773,0.018778695
GLEAN_05428,GA26977,14.43073707,0.171789873,3.10022538,0.032381284
GLEAN_04980,GA10174,13.75024745,0.17181579,3.532530483,0.014255085
GLEAN_09441,GA14344,12.28113817,0.171879317,3.142707702,0.029894358
GLEAN_18758,GA25021,14.25984613,0.171895587,3.749955304,0.009396536
GLEAN_09601,GA13965,10.77350574,0.172107008,3.469664599,0.016039801
GLEAN_02227,GA21091,11.14157946,0.172191359,3.040801365,0.035860573
GLEAN_12888,GA22792,13.63847734,0.172482003,3.63462337,0.011761275
GLEAN_06789,GA13140,11.69126922,0.172789232,2.85439278,0.049987658
GLEAN_11808,GA13601,5.139897918,0.172800852,3.088402474,0.032865518
GLEAN_00832,GA18434,10.40063741,0.172866252,3.236048458,0.025334862
GLEAN_03291,GA26158,11.02039306,0.172886803,3.668517909,0.011046135
GLEAN_14080,GA23318,10.2562776,0.173535682,3.053981791,0.035043156
GLEAN_17481,GA10330,12.22245903,0.174030475,4.904001467,0.000923953
GLEAN_02946,GA10488,13.85077698,0.17449242,3.443292416,0.016919943
GLEAN_13426,GA13162,11.40505745,0.174497829,4.39971855,0.002634233
GLEAN_06817,GA18779,11.37112984,0.174617849,3.825624156,0.008120916
GLEAN_00700,GA27487,5.272797925,0.174642588,2.894698112,0.046633024
GLEAN_15471,GA10456,12.43119286,0.1746513,4.514163901,0.002103969
GLEAN_09666,GA22148,10.77812072,0.175117416,3.813882194,0.008306378
GLEAN_07888,GA14074,10.32951872,0.175139468,2.865054456,0.049090206
GLEAN_00523,GA13269,12.83214482,0.175162092,4.437900769,0.002446514
GLEAN_19638,GA17983,12.08467849,0.175535131,3.248015834,0.024833859
GLEAN_07031,GA11577,12.07905876,0.175646026,3.885308062,0.007288177
GLEAN_02461,GA18288,11.97813926,0.175671415,4.978303597,0.000785335
GLEAN_05727,GA17398,11.81095815,0.175711948,3.842863897,0.007877054
GLEAN_00157,GA17546,11.71872563,0.176063487,3.284484021,0.02322136
GLEAN_06924,GA27522,10.03656319,0.176161097,3.259662182,0.024337246
GLEAN_17696,GA10163,10.81757426,0.176239981,3.042481462,0.03573994
GLEAN_06041,GA10281,11.36113173,0.176387939,3.150580864,0.029423679
GLEAN_07707,GA29263,6.091011309,0.176403323,3.811777993,0.0083399
GLEAN_02702,GA21056,13.80829008,0.176717341,3.800616843,0.008520322
GLEAN_14395,GA10530,11.57916908,0.177150428,4.484830657,0.002234252
GLEAN_12924,GA12712,11.24192246,0.177154694,3.019848742,0.036970244
GLEAN_15289,GA23750,8.009543923,0.177225175,3.259645974,0.024337246
GLEAN_19158,GA20231,11.16948803,0.177304556,3.324617922,0.021427487
GLEAN_04056,GA21895,11.8279602,0.177459412,3.746171296,0.009453989
GLEAN_12279,GA22508,11.18921163,0.177532193,4.752706536,0.00126733
GLEAN_04800,GA26746,13.26304306,0.177737681,3.1362693,0.030290281
GLEAN_04673,GA11519,12.31661459,0.177897532,3.376807086,0.019371536
GLEAN_05743,GA18549,10.99313386,0.178055983,3.490456245,0.015461213
GLEAN_16676,GA12583,10.73022692,0.178159186,3.870011068,0.007488898
GLEAN_19033,GA13885,7.512389193,0.178494404,3.125632851,0.030816923
GLEAN_13332,GA12822,15.41244702,0.178561342,4.036632876,0.005465686
GLEAN_17894,GA10120,11.40273398,0.178940374,3.133714765,0.030394932
GLEAN_18874,GA21300,15.32953888,0.179049639,3.007438018,0.037808534
GLEAN_02952,GA10259,10.92484695,0.179388868,3.925237314,0.006748303
GLEAN_16017,GA18794,11.01076154,0.179471325,3.523184286,0.014480167
GLEAN_18866,GA18373,10.43503863,0.179501917,3.084172326,0.033087088
GLEAN_11444,GA16628,10.36998804,0.179674107,3.583872111,0.012967225
GLEAN_05019,GA19292,12.10923297,0.179887914,3.719655885,0.009933512
GLEAN_17018,GA21278,11.1323501,0.180133037,4.059231454,0.005242613
GLEAN_01753,GA17627,12.81337457,0.180764702,3.191192984,0.027326579
GLEAN_08564,GA23193,5.692228525,0.180823733,3.921525589,0.006792961
GLEAN_01488,GA24038,4.942774977,0.180864291,3.654913204,0.011336162
GLEAN_03665,GA26326,11.97101816,0.18156434,3.635812662,0.011741793
GLEAN_04164,GA26501,8.451747106,0.181612342,3.016462027,0.037206106
GLEAN_06086,GA22073,9.859682491,0.181751397,2.989618909,0.039116157
GLEAN_01205,GA22719,13.23200893,0.181850754,3.46717393,0.016089269
GLEAN_07498,GA18058,11.22713218,0.182070196,3.469597635,0.016039801
GLEAN_06107,GA18830,12.94610841,0.182356227,5.271606909,0.00040939
GLEAN_16658,GA24300,10.15199062,0.182372153,3.526821253,0.014389281
GLEAN_05038,GA11036,13.37960266,0.182395777,3.961419514,0.006347823
GLEAN_09619,GA20722,10.13025669,0.182490287,3.143377213,0.029874175
GLEAN_07281,GA27643,12.17042394,0.182494924,3.389815748,0.018887262
GLEAN_13534,GA17261,14.57970333,0.182508888,4.498164081,0.002171882
GLEAN_18163,GA17351,11.17606308,0.182639361,3.662051972,0.011190039
GLEAN_15354,GA23779,12.27155702,0.18352,3.183715838,0.027681866
GLEAN_09742,GA21506,10.29510242,0.183688201,3.695833518,0.010500856
GLEAN_04410,GA20521,5.321738708,0.183954877,3.102293761,0.0322595
GLEAN_05116,GA20696,10.41857694,0.184538952,3.503354973,0.015090693
GLEAN_19540,GA25361,10.76920869,0.184652964,2.958434087,0.041406323
GLEAN_15213,GA14287,10.82615766,0.184773197,3.038602349,0.035993794
GLEAN_15505,GA17742,10.9095665,0.185218337,3.062618803,0.034433982
GLEAN_18999,GA20627,12.93312437,0.185433681,5.647672957,0.000183195
GLEAN_15192,GA10496,12.45231663,0.185751621,4.334049289,0.003031544
GLEAN_04421,GA16107,12.00792075,0.185836612,3.731733991,0.009683746
GLEAN_02994,GA26053,7.072854294,0.185870749,3.825187985,0.008122973
GLEAN_06320,GA22001,12.18314695,0.185993154,4.408784698,0.00259416
GLEAN_14360,GA13433,12.93353081,0.18628643,4.826394155,0.00109296
GLEAN_15314,GA23758,5.531990291,0.186761012,3.340487672,0.020753236
GLEAN_03310,GA26165,12.00494182,0.186858784,3.863777414,0.007579578
GLEAN_00223,GA25722,7.173899726,0.186920653,3.249272085,0.024780483
GLEAN_16445,GA20920,10.86857658,0.187559346,4.138875706,0.004436745
GLEAN_17715,GA22092,13.77180255,0.187620631,4.701871663,0.00141572
GLEAN_03108,GA19678,11.54198591,0.187650634,3.596714165,0.01268041
GLEAN_14392,GA19721,12.90850678,0.18780038,3.176933594,0.028044483
GLEAN_19464,GA12682,12.60042008,0.187841902,3.939768745,0.006619369
GLEAN_13037,GA22864,11.39779897,0.187886747,3.794842274,0.008599815
GLEAN_14484,GA20829,9.789165686,0.187977329,4.542634233,0.001983599
GLEAN_09449,GA20832,9.860185058,0.188249377,3.027444795,0.036498029
GLEAN_05684,GA19295,12.13709522,0.188494577,4.321834871,0.003097489
GLEAN_18855,GA12104,9.79385734,0.188703465,3.858325883,0.007647928
GLEAN_06877,GA27499,11.82628227,0.189056269,3.87064454,0.007483105
GLEAN_09769,GA10306,13.31936073,0.189115173,3.289595129,0.02297572
GLEAN_10915,GA14559,12.06584039,0.189170618,3.613705725,0.012279068
GLEAN_06508,GA21388,11.41758931,0.189208161,3.990370432,0.00603999
GLEAN_05108,GA13775,12.09640341,0.189640669,4.505833667,0.002135086
GLEAN_15452,GA23815,6.82005262,0.189937057,2.923758997,0.044232098
GLEAN_03785,GA26365,9.942324272,0.190076736,4.124921523,0.004585426
GLEAN_18606,GA24969,8.080012199,0.19015357,3.731547977,0.009683746
GLEAN_03941,GA26339,6.260243299,0.190272453,3.552834551,0.013711863
GLEAN_17048,GA10115,11.10949338,0.190362827,3.091780352,0.032759345
GLEAN_06542,GA20505,10.01606092,0.190443541,3.795216093,0.008599815
GLEAN_15982,GA24056,12.10690628,0.190562572,3.911928214,0.006952109
GLEAN_07550,GA19152,12.3621603,0.19071438,4.061800887,0.0052351
GLEAN_06021,GA18526,10.88042073,0.19080846,3.149801602,0.029435304
GLEAN_01496,GA11121,14.1248964,0.191326438,3.561295024,0.013504059
GLEAN_19714,GA12252,13.39528584,0.19155507,4.594150792,0.001780146
GLEAN_19591,GA10126,11.38061401,0.191617902,4.151396502,0.004318258
GLEAN_11854,GA19561,8.400532186,0.191676201,2.949384778,0.042054753
GLEAN_06243,GA11659,13.64018047,0.191749153,3.596222347,0.01268041
GLEAN_16830,GA11571,11.87539748,0.191856447,3.657955166,0.011300002
GLEAN_09112,GA16780,6.099744178,0.192114965,3.11132618,0.031688108
GLEAN_11957,GA22370,13.20695406,0.192224178,2.984439378,0.039482736
GLEAN_15506,GA16732,10.09032763,0.192452292,3.092887398,0.032716242
GLEAN_10178,GA28759,10.79249016,0.192617556,3.046772101,0.035453595
GLEAN_09184,GA12022,12.38718503,0.192791589,4.124800662,0.004585426
GLEAN_02280,GA14592,10.76032719,0.193066502,3.743147717,0.009487194
GLEAN_06340,GA11459,11.979768,0.193174293,3.366909742,0.019632013
GLEAN_09678,GA17694,9.033162606,0.193260871,2.91224365,0.045326448
GLEAN_14380,GA23439,8.70039398,0.193322252,3.321701571,0.021541664
GLEAN_02901,GA21663,13.18280146,0.193439025,3.473492301,0.01590303
GLEAN_01610,GA15071,12.53760995,0.193504742,3.203226108,0.02683245
GLEAN_17881,GA10543,12.78575408,0.193830983,4.453942209,0.002381898
GLEAN_02701,GA21028,11.88709913,0.193862193,4.872632188,0.000993855
GLEAN_09410,GA21600,10.3849996,0.194008029,2.926758245,0.044033764
GLEAN_02506,GA19233,9.086882631,0.194109437,3.482170132,0.01562872
GLEAN_06027,GA19980,6.33510051,0.194299374,3.100046835,0.032381284
GLEAN_17926,GA24739,11.4112331,0.194357158,4.771801488,0.001216685
GLEAN_05942,GA27165,10.54152184,0.194970383,3.569457428,0.013294214
GLEAN_14765,GA10767,11.07830285,0.196060388,4.000394093,0.005899596
GLEAN_19276,GA17612,10.89145131,0.196128525,3.402952115,0.01845638
GLEAN_04211,GA18941,12.64989583,0.196187601,3.564910078,0.013402224
GLEAN_06121,GA12391,7.086607432,0.196192442,3.120141888,0.031161808
GLEAN_17079,GA24434,11.01641191,0.196635081,3.766457666,0.009093703
GLEAN_15773,GA18929,10.39528571,0.196689945,3.66430113,0.01114832
GLEAN_16157,GA24118,6.117176203,0.196928178,3.071244896,0.033943478
GLEAN_01415,GA20968,11.58234084,0.197360842,4.212228778,0.003794916
GLEAN_08514,GA28112,5.63838554,0.197537086,3.153880049,0.02928164
GLEAN_13482,GA15297,12.57223555,0.197603295,4.601390662,0.001749378
GLEAN_18164,GA24814,12.6532384,0.19768088,3.486169621,0.015536277
GLEAN_06996,GA27550,5.559928511,0.197872959,3.327665165,0.021320275
GLEAN_00881,GA19007,8.749512408,0.198037666,3.140361556,0.030030326
GLEAN_11914,GA22347,12.3848893,0.198088545,3.382973613,0.01913889
GLEAN_11230,GA21119,10.83114205,0.198483474,3.834567213,0.007964039
GLEAN_05010,GA18867,12.54830843,0.198508724,4.651341655,0.001581022
GLEAN_06956,GA10620,9.876298524,0.198740699,3.679676725,0.010845035
GLEAN_01425,GA15213,11.24791591,0.199099216,5.457873189,0.000264387
GLEAN_04306,GA16421,11.53893794,0.199200792,3.449506078,0.016734267
GLEAN_08909,GA11049,11.49505716,0.19928789,5.262302259,0.00041658
GLEAN_01295,GA11154,10.77739713,0.199640039,4.097058561,0.004854683
GLEAN_00907,GA28418,10.93224931,0.199659185,3.487012709,0.015536277
GLEAN_16455,GA11834,11.12621114,0.19973434,3.566528253,0.013362989
GLEAN_17714,GA14154,13.4733856,0.1998112,3.836526327,0.007935513
GLEAN_01346,GA13461,9.673322299,0.200064039,4.539219549,0.001996305
GLEAN_14372,GA23437,8.566482578,0.200362567,3.16986236,0.028398803
GLEAN_16273,GA11921,12.46840155,0.200561725,4.693910701,0.001427949
GLEAN_08504,GA28108,6.916989904,0.20060033,3.613638992,0.012279068
GLEAN_15385,GA10555,8.111303802,0.200807634,3.516948578,0.014643968
GLEAN_00766,GA19537,12.42806529,0.200859734,2.928736952,0.043907459
GLEAN_15250,GA17795,10.06145263,0.200867608,3.012666229,0.037445446
GLEAN_09141,GA28357,10.18561341,0.201037201,3.124542017,0.030852171
GLEAN_10553,GA28923,7.583820506,0.201531403,2.910734236,0.04543916
GLEAN_06156,GA19181,10.71038202,0.201616505,3.98496385,0.006098841
GLEAN_18161,GA24813,10.20245233,0.20162456,3.09254295,0.032728481
GLEAN_12722,GA22709,5.584961984,0.201663792,3.939342091,0.006620091
GLEAN_19681,GA18558,12.07497056,0.201689597,2.889189132,0.047037603
GLEAN_06869,GA15128,14.5701728,0.202202875,4.329460495,0.00305795
GLEAN_19705,GA12258,10.15247881,0.202213941,3.442591051,0.016934764
GLEAN_02254,GA15551,12.35560033,0.202396802,3.58585186,0.012926886
GLEAN_02704,GA25943,5.555133692,0.202468449,2.901046264,0.046154683
GLEAN_01745,GA11463,9.265788758,0.202671035,3.979730362,0.006156608
GLEAN_04213,GA12401,12.06894447,0.202740745,3.445658595,0.016864124
GLEAN_04656,GA20222,10.50140134,0.202869259,4.044506654,0.005408604
GLEAN_15635,GA12927,9.598435475,0.203091413,4.040257479,0.005465686
GLEAN_05846,GA27127,10.26040349,0.203121777,3.081673949,0.03318044
GLEAN_06018,GA11931,10.30141314,0.203159245,3.800485831,0.008520322
GLEAN_19544,GA18182,8.538779408,0.203176752,3.250281122,0.024743666
GLEAN_00762,GA14686,10.39908431,0.203182864,3.373205947,0.019470669
GLEAN_13803,GA12862,7.518673441,0.203570911,3.209153937,0.026673626
GLEAN_15737,GA16901,5.264527362,0.203726514,4.866002921,0.001008529
GLEAN_08441,GA21678,10.77602398,0.203821361,3.79605708,0.008594936
GLEAN_05747,GA18571,12.3692223,0.204136836,5.174462862,0.000505388
GLEAN_05736,GA22318,5.703873675,0.204332371,3.668748537,0.011046135
GLEAN_12686,GA14216,13.23595552,0.20436707,2.940891914,0.042783094
GLEAN_06653,GA21897,11.03024073,0.204471483,4.188552979,0.003993178
GLEAN_02542,GA18811,10.90431279,0.204523989,3.400376629,0.018552458
GLEAN_07480,GA18805,12.25037309,0.204535593,5.645808809,0.000183318
GLEAN_09016,GA10532,6.415360612,0.204726174,3.373700884,0.019457489
GLEAN_14762,GA17338,11.62822988,0.204833035,2.954955756,0.041658279
GLEAN_11915,GA19727,11.43982911,0.205045038,4.833654297,0.001083
GLEAN_05837,GA19256,12.29334819,0.20541021,3.590456591,0.012823684
GLEAN_04761,GA20011,11.31115457,0.205482909,4.40354394,0.002615
GLEAN_06946,GA27530,9.081757679,0.205513258,3.629938715,0.011876805
GLEAN_18891,GA17595,16.37032512,0.20568168,3.206715553,0.026742376
GLEAN_12752,GA13236,11.61420459,0.206061374,5.25811319,0.000418916
GLEAN_16383,GA12220,10.62136564,0.20628784,3.217506013,0.026282689
GLEAN_03594,GA10534,10.60803587,0.206361796,4.098088739,0.004851379
GLEAN_17633,GA11798,10.65795611,0.206660652,4.311365994,0.003149266
GLEAN_13003,GA22854,11.42614474,0.20693644,6.762101434,1.53E-05
GLEAN_15360,GA14002,11.96779842,0.206946286,3.020434376,0.036970244
GLEAN_06120,GA12394,9.96034506,0.207049119,3.330144686,0.021232606
GLEAN_19683,GA21542,10.04519425,0.207116003,3.651652386,0.011374874
GLEAN_15560,GA11781,11.56002567,0.207190217,5.070953949,0.000639717
GLEAN_10763,GA29010,11.95696342,0.207193451,3.027634848,0.036498029
GLEAN_00615,GA27196,10.03084889,0.207225327,4.269776022,0.003433601
GLEAN_09294,GA10608,9.670000738,0.207750711,2.958939605,0.04139794
GLEAN_06783,GA22030,10.73106336,0.207802755,3.492006561,0.015425344
GLEAN_02808,GA17520,11.51476609,0.207864464,3.645721236,0.011507059
GLEAN_03112,GA13860,5.594788161,0.20808167,3.697328277,0.010475312
GLEAN_17522,GA24605,10.63222532,0.208390954,3.978852625,0.006156608
GLEAN_06596,GA13324,11.40489209,0.208790836,3.326661208,0.02132298
GLEAN_18437,GA18702,12.70671451,0.208830465,4.552006497,0.001961524
GLEAN_15243,GA13391,11.14835235,0.209421566,3.161040077,0.028843536
GLEAN_06745,GA20891,11.75652372,0.209952366,4.353699963,0.002925663
GLEAN_04083,GA15111,12.91399056,0.210031751,4.8626353,0.001016117
GLEAN_09718,GA10409,8.192878676,0.210113338,3.007845257,0.037787126
GLEAN_06959,GA18180,9.116648779,0.210114963,3.172364752,0.02825852
GLEAN_05176,GA13256,5.804577715,0.210176578,2.908046561,0.045689828
GLEAN_12025,GA15732,10.82587416,0.210213947,2.988902429,0.039132842
GLEAN_05653,GA18518,5.425551882,0.210248389,3.588513576,0.012870182
GLEAN_09384,GA12628,13.94682581,0.21045232,3.405776828,0.018343759
GLEAN_04388,GA10684,9.944941368,0.210638833,3.75391543,0.009309065
GLEAN_05958,GA20526,12.1944564,0.210776417,4.162448877,0.004209796
GLEAN_14489,GA11315,11.91378355,0.210980775,4.111209784,0.004732566
GLEAN_14835,GA19653,12.11517743,0.211148214,3.352689379,0.020248955
GLEAN_05917,GA11196,12.63462985,0.211291611,3.34835686,0.020455283
GLEAN_03986,GA16015,11.99064013,0.211549272,3.180312488,0.027872874
GLEAN_03083,GA26084,5.25853886,0.211615379,4.163836105,0.004204188
GLEAN_17066,GA24429,8.293227296,0.211813893,3.014892896,0.03733982
GLEAN_14138,GA23345,6.600503695,0.211970836,3.188296672,0.02749074
GLEAN_03997,GA17807,9.156162136,0.212178724,3.250882546,0.024718856
GLEAN_18505,GA24932,9.806198642,0.212214701,2.863610693,0.049161875
GLEAN_11219,GA29202,11.30941576,0.212292128,4.105340504,0.004795045
GLEAN_17980,GA21937,10.10193131,0.212302077,3.663686437,0.011157974
GLEAN_02412,GA19714,12.09839081,0.212358022,3.032413836,0.036225375
GLEAN_04450,GA26598,10.59455804,0.212379058,4.174262317,0.00409372
GLEAN_17632,GA24635,9.966745954,0.212436836,3.767643814,0.009080199
GLEAN_08891,GA17756,10.64788166,0.213087622,3.334259696,0.021038081
GLEAN_10482,GA28882,10.48794154,0.213156329,3.02792855,0.036498029
GLEAN_15493,GA20769,12.43172617,0.213478601,3.890438354,0.007221138
GLEAN_14487,GA20817,10.27068974,0.213569122,3.194841369,0.027140343
GLEAN_12932,GA12852,11.51345965,0.213838892,4.697390373,0.001427949
GLEAN_10647,GA16564,10.86091089,0.213903318,4.082814067,0.005026963
GLEAN_03031,GA17388,8.039406688,0.214026714,3.492684473,0.015425344
GLEAN_16603,GA24283,6.510002354,0.214273795,2.909973824,0.045506776
GLEAN_05582,GA18705,12.54438673,0.214304051,2.90444373,0.045901951
GLEAN_00979,GA11726,6.402091592,0.214359045,4.19169173,0.003974136
GLEAN_16450,GA11576,13.90386149,0.214693486,4.380894759,0.002742644
GLEAN_15655,GA23908,5.16319488,0.215138249,2.951569384,0.041942319
GLEAN_17338,GA11588,12.82516605,0.215222448,3.19676225,0.027017293
GLEAN_02849,GA13350,6.059558495,0.215332753,3.16809177,0.028452198
GLEAN_18374,GA11853,12.21638898,0.215949031,4.630671185,0.00165423
GLEAN_15745,GA23954,5.764840535,0.216167026,3.150066624,0.029431009
GLEAN_16817,GA12224,13.4807734,0.216239481,4.104241954,0.004804091
GLEAN_15140,GA23700,11.44933709,0.21626902,3.839067695,0.007898326
GLEAN_05198,GA14028,11.28617024,0.216404971,4.1876528,0.003998144
GLEAN_00233,GA25774,7.98916524,0.216879035,2.866777812,0.048931332
GLEAN_07495,GA17978,10.25540727,0.216953116,3.475623152,0.015821366
GLEAN_05713,GA27074,7.45121536,0.216982207,3.372626954,0.019488328
GLEAN_00857,GA18624,6.984834805,0.217129568,4.242617591,0.003605509
GLEAN_15973,GA24049,9.906562446,0.217627325,2.955691716,0.041611669
GLEAN_09710,GA11335,10.65987884,0.217731012,4.106306057,0.004787871
GLEAN_00333,GA15778,9.632553415,0.217922237,4.315731029,0.003133647
GLEAN_08690,GA28178,5.427984617,0.217981257,4.458041428,0.002357456
GLEAN_18147,GA21272,10.98912402,0.21800144,3.814719429,0.008294742
GLEAN_10452,GA16802,13.88908776,0.218150798,3.291051749,0.022914525
GLEAN_04905,GA19429,10.04393332,0.21829214,3.062792954,0.034433982
GLEAN_04055,GA21898,10.54677626,0.218725441,3.053615869,0.035043156
GLEAN_05870,GA15457,11.9425325,0.219345181,3.264190199,0.024142946
GLEAN_12706,GA22699,11.41707319,0.219400243,2.884068725,0.047378239
GLEAN_07451,GA27711,11.8163279,0.219408671,4.60488722,0.001734836
GLEAN_08792,GA19299,9.462939065,0.219414964,3.634278645,0.011762809
GLEAN_08993,GA16674,9.811970095,0.219433156,3.740353404,0.009515977
GLEAN_19201,GA25200,13.62840338,0.219746646,4.216762369,0.003766141
GLEAN_15464,GA10444,11.91004141,0.219892804,4.237815825,0.003634049
