ID,logFC,AveExpr,t,P.Value,adj.P.Val,Symbol,Chromosome,GenBank,Gene
1625778_at,-0.273036287,7.825807788,-5.551034915,1.95E-05,0.001016283,CG4562,3R,CG4562-RA,42362
1641627_at,-0.210870224,9.56307751,-5.548628536,1.96E-05,0.001017577,CG9396,3R,CG9396-RA,41156
1627287_at,-0.258794663,9.094393658,-5.530810566,2.04E-05,0.001054852,CG5966,X,CG5966-RA,31532
1625149_at,-0.239064205,6.797431928,-5.527093522,2.06E-05,0.001059359,CG7460,3L,CG7460-RB,39973
1631204_at,-0.449073581,7.2831776,-5.524891699,2.07E-05,0.001060279,Peritrophin-15b,2L,CG31893-RA,50432
1638830_at,0.13043372,10.50222851,5.522568752,2.08E-05,0.001061508,alien,2L,CG9556-RA,34225
1623812_at,0.597109336,6.597029415,5.51757061,2.10E-05,0.001069181,CG10943,3L,CG10943-RA,39462
1632461_at,-0.291937637,11.37401343,-5.515385475,2.11E-05,0.001070125,CG31233,3R,CG31233-RA,42557
1624211_at,0.230879092,8.513685553,5.506249125,2.15E-05,0.001084899,CG9005,2R,CG9005-RA,36243
1637062_at,-0.169308341,6.736684396,-5.505737304,2.16E-05,0.001084899,CG18745,3R,CG18745-RA,59141
1640303_a_at,-0.253846435,12.22018888,-5.503151941,2.17E-05,0.001086893,pst,3L,CG8588-RA,38818
1631693_at,-0.427457288,6.312437553,-5.496879619,2.20E-05,0.001097999,CG9616,3R,CG9616-RA,41731
1633517_at,0.18681673,10.36767948,5.493754159,2.22E-05,0.001101395,CG5726,2R,CG5726-RA,37082
1635802_s_at,-0.256100107,6.234320902,-5.486563036,2.25E-05,0.001112768,CG9279,3L,CG9279-RA,40124
1634720_at,-0.148875348,12.02117722,-5.48570975,2.26E-05,0.001112768,CG11151,X,CG11151-RA,32335
1630679_at,-0.193746349,8.455811667,-5.468880699,2.34E-05,0.001151334,CG42249,X,CG1961-RA,32043
1623020_at,-0.179957442,9.110424727,-5.45252432,2.43E-05,0.001190019,CG31937,2L,CG31937-RA,326177
1627176_at,-0.229834091,7.253637998,-5.443517094,2.48E-05,0.001209786,CG31431,3R,CG31431-RA,326138
1627912_at,-0.233954691,8.432916236,-5.429658454,2.56E-05,0.00124348,CG5493,2R,CG5493-RA,37139
1624537_s_at,0.170769972,8.769017293,5.420579321,2.61E-05,0.001264406,CG9866,2L,CG9866-RA,33423
1632149_at,-0.215192894,6.507582793,-5.415378709,2.65E-05,0.001274474,CG17930,3R,CG17930-RA,41979
1638979_a_at,-0.1711871,8.90055208,-5.412746412,2.66E-05,0.001276804,mu2,3L,CG1960-RA,38257
1635260_at,0.157545505,9.15211912,5.411199508,2.67E-05,0.001276804,Stam,2L,CG6521-RA,34505
1623659_at,-0.323881396,11.69222938,-5.405956667,2.70E-05,0.001287157,Obp56d,2R,CG11218-RA,37266
1628020_at,-0.299593387,7.960980841,-5.399766712,2.74E-05,0.001300403,CG15358,2L,CG15358-RA,33366
1635718_at,0.166067286,10.268226,5.393695626,2.78E-05,0.001306013,bur,2L,CG9242-RA,45830
1628659_at,-0.190982287,8.772348733,-5.392264127,2.79E-05,0.001306013,Mdr49,2R,CG3879-RA,36428
1639359_at,-0.306061391,9.738891894,-5.388312937,2.81E-05,0.001306013,CG31974,2L,CG31974-RA,33174
1633268_s_at,-0.178854274,7.681499222,-5.38625613,2.83E-05,0.001306013,Nha1,2L,CG10806-RB,33961
1637403_at,0.362688449,10.28106565,5.385252341,2.83E-05,0.001306013,CG7953,2L,CG7953-RA,34801
1638330_at,0.179575019,6.819689874,5.384242008,2.84E-05,0.001306013,Dot,2L,CG2788-RA,44058
1623022_at,0.312609107,7.56601802,5.383888928,2.84E-05,0.001306013,CG15820,3L,CG15820-RA,38277
1640281_s_at,0.553044217,7.498546094,5.383466221,2.84E-05,0.001306013,CG17129,3L,CG17129-RC,38080
1640590_at,-0.262395998,7.968867097,-5.383127119,2.85E-05,0.001306013,CG32195,3L,CG32195-RA,317907
1631224_at,-0.291077978,10.40531839,-5.37959959,2.87E-05,0.001311712,Est-6,3L,CG6917-RA,39392
1626458_at,-0.13305967,8.915586858,-5.367910938,2.95E-05,0.001342065,Sirt2,3R,CG5085-RA,42414
1623092_at,-0.312363225,7.38597478,-5.348159631,3.08E-05,0.001394259,Pcp,2L,CG3440-RA,33985
1641082_at,0.193367833,8.982586729,5.346699149,3.09E-05,0.001394259,Corp,X,CG10965-RA,31764
1623900_a_at,0.233226721,8.863560446,5.346333943,3.09E-05,0.001394259,CG14935,2L,CG14935-RA,34598
1628714_at,-0.185747339,9.815784328,-5.333771795,3.18E-05,0.001429485,CG12129,2R,CG12129-RA,36044
1626675_at,0.282878404,7.632085789,5.329322935,3.22E-05,0.001438867,XRCC1,X,CG4208-RA,31451
1626405_at,0.354368032,7.546500114,5.321290739,3.28E-05,0.001459623,Drep-1,2R,CG8357-RA,36290
1637959_at,0.16432165,8.252007247,5.319899788,3.29E-05,0.001459623,CG4334,3R,CG4334-RA,41847
1624236_at,0.323718036,7.027817863,5.313871702,3.33E-05,0.001471866,CG1773,2R,CG30002-RA,35999
1633667_at,0.271930573,5.742357208,5.313127593,3.34E-05,0.001471866,Lip2,2L,CG17116-RA,43980
1625281_at,0.82651103,7.350785494,5.303544125,3.41E-05,0.001499036,CG6191,2R,CG6191-RA,36513
1640650_at,-0.176500226,10.15084587,-5.30171798,3.42E-05,0.001500031,Irp-1B,3R,CG6342-RA,41269
1638345_at,0.169784203,9.912521913,5.297011817,3.46E-05,0.0015075,fog,X,CG9559-RA,33148
1628492_at,-0.179098151,9.825601485,-5.296482162,3.47E-05,0.0015075,Aprt,3L,CG18315-RA,48224
1629324_at,-0.271154043,9.063752075,-5.281033569,3.59E-05,0.001556063,CG6870,2L,CG6870-RA,35067
1632908_s_at,0.265349774,8.7749418,5.265184349,3.72E-05,0.001607712,Lerp,3R,CG31072-RB,43223
1626566_at,-0.124550291,11.68702644,-5.262303715,3.75E-05,0.001612756,CG12262,3L,CG12262-RA,38864
1622946_at,-0.422488508,8.661019777,-5.258752239,3.78E-05,0.001620312,CG6908,3R,CG6908-RA,41410
1637958_at,-0.41997718,6.9254388,-5.255315516,3.81E-05,0.001627497,CG33510,2L,CG14398-RA,3346224
1636604_at,-0.225625577,3.442326071,-5.242913688,3.92E-05,0.001667256,CG12490,2R,CG12490-RA,37623
1638215_at,-0.129979658,8.322799449,-5.241754804,3.93E-05,0.001667256,CG8043,3R,CG8043-RA,41030
1630767_at,0.23890719,8.118788869,5.226863571,4.06E-05,0.001719055,CG31262,3R,CG31262-RA,318649
1628721_at,-0.241086239,8.983090937,-5.221631328,4.11E-05,0.001733866,CG9864,2R,CG9864-RA,37287
1628309_at,-0.125183459,8.680877706,-5.21859384,4.14E-05,0.001740089,CG5126,2L,CG5126-RA,33306
1635343_a_at,0.412047206,7.752707049,5.216546433,4.16E-05,0.001742413,CkIIalpha-i3,3L,CG3217-RA,38088
1640499_at,-0.204288416,6.753304218,-5.214535052,4.18E-05,0.001744617,CG30338,2R,CG30338-RA,246548
1624849_at,-0.167734579,9.2749917,-5.211266933,4.21E-05,0.001751862,Prosap,2R,CG30483-RA,50225
1629184_at,-0.563721331,9.499972527,-5.206407848,4.26E-05,0.001765562,CG3819,3L,CG3819-RA,40069
1629176_at,-0.186558518,9.03613372,-5.192491737,4.39E-05,0.001816593,vls,2L,CG10728-RA,35289
1636460_at,-0.343967857,10.81146742,-5.179221488,4.53E-05,0.001866394,Jon65Ai,3L,CG10475-RA,38685
1630088_at,-0.326042065,8.853252442,-5.173245311,4.59E-05,0.001885889,CG16743,2L,CG16743-RA,34517
1635186_at,0.145110365,9.71501528,5.168785544,4.64E-05,0.001899015,Syx13,3L,CG11278-RA,39485
1627277_s_at,-0.19602851,10.55208867,-5.15967928,4.73E-05,0.001932692,CG2930,X,CG2930-RA,31341
1637422_at,-0.253171631,9.626457341,-5.150235097,4.84E-05,0.001968523,CG3246,2L,CG3246-RA,33564
1640478_at,-0.25524716,9.07003026,-5.147490318,4.87E-05,0.001973488,CG31777,2L,CG31777-RA,261617
1625270_at,-0.373076675,7.609357744,-5.14448452,4.90E-05,0.001973488,CG31259,3R,CG31259-RA,41010
1631805_at,0.659645478,6.379119617,5.144172543,4.91E-05,0.001973488,CG3397,3R,CG3397-RA,41454
1640249_at,-0.258829152,10.47804185,-5.143515589,4.91E-05,0.001973488,CG33173,X,CG33173-RA,318910
1629803_a_at,-0.368579235,8.086167823,-5.140492815,4.95E-05,0.001980864,scb,2R,CG8095-RB,36692
1623491_at,-0.278043766,10.49978252,-5.138884938,4.97E-05,0.001981858,CG15155,2L,CG15155-RA,35087
1626717_at,0.20027561,6.0912592,5.136396582,4.99E-05,0.001986876,e(y)2b,3R,CG14612-RA,50143
1630991_at,-0.113310817,9.783067143,-5.129683356,5.07E-05,0.002006789,CG11007,2R,CG11007-RA,37249
1633357_at,-0.209574028,9.671593253,-5.129287396,5.08E-05,0.002006789,CG7910,3R,CG7910-RA,40956
1628075_at,-0.129846032,9.616325862,-5.124409551,5.13E-05,0.002022977,olf186-M,2R,CG14489-RA,37039
1640075_a_at,0.163320059,11.3913577,5.114065433,5.26E-05,0.002065027,path,3L,CG3424-RA,39106
1631328_s_at,0.15242579,8.987381243,5.109332516,5.31E-05,0.002081048,DnaJ-H,2L,CG9828-RB,34707
1626150_at,-0.155461344,5.892571601,-5.10739925,5.34E-05,0.002083799,tsh,2L,CG1374-RA,35430
1631190_at,0.301176862,6.529081509,5.098191322,5.45E-05,0.002121672,CG8089,2R,CG8089-RA,36679
1639064_s_at,0.202065229,9.6361142,5.092661547,5.52E-05,0.002137085,Akt1,3R,CG4006-RB,41957
1631565_a_at,-0.166783301,11.93586993,-5.092343913,5.52E-05,0.002137085,crc,2L,CG8669-RA,47767
1630335_s_at,-0.293971916,8.583433784,-5.088108075,5.58E-05,0.002151332,CG7084,3R,CG7084-RB,42606
1633196_at,0.507300601,6.876660675,5.074877307,5.75E-05,0.002210866,alpha-Est2,3R,CG2505-RA,40908
1633059_at,0.747128699,6.966970839,5.072498211,5.78E-05,0.002212651,CG6357,2R,CG6357-RA,36532
1635918_at,0.154008198,8.887340246,5.071869378,5.79E-05,0.002212651,CG34401,X,CG32542-RA,50356
1639110_at,-0.295777991,8.230830141,-5.067188265,5.85E-05,0.002229779,CG4484,3L,CG4484-RA,39055
1638480_at,-0.130848587,8.479601343,-5.06524134,5.88E-05,0.002233002,Rlb1,3R,CG8161-RA,41139
1623194_at,-0.131797538,11.6211072,-5.050421507,6.08E-05,0.002301956,CG7637,2R,CG7637-RA,36135
1641371_at,-0.295932409,6.424244463,-5.049376575,6.10E-05,0.002301956,CG2070,2R,CG2070-RA,35706
1637063_at,0.193580317,7.5257329,5.046549305,6.14E-05,0.00231002,CG33099,3R,CG33099-RA,326254
1637669_at,-0.186981106,5.818260868,-5.043559439,6.18E-05,0.002316243,CG7442,3L,CG7442-RA,40437
1628806_at,-0.191943206,7.761837755,-5.042780176,6.19E-05,0.002316243,Rh5,2L,CG5279-RA,34615
1630822_at,-0.359618754,4.488713929,-5.038340213,6.25E-05,0.00232492,CG13078,2L,CG13078-RA,35251
1628896_a_at,-0.145783552,9.008980187,-5.038032017,6.26E-05,0.00232492,CG4210,3R,CG4210-RB,41832
1637578_at,0.131783575,11.58935027,5.037285334,6.27E-05,0.00232492,Set,3R,CG4299-RA,41844
1625075_at,-0.211653779,7.816708324,-5.030587958,6.37E-05,0.002350895,Nep2,3R,CG9761-RA,40588
1630858_s_at,-0.248342362,9.184913651,-5.029892673,6.38E-05,0.002350895,CG7816,3R,CG7816-RF,43533
1639892_at,0.359026636,10.38983572,5.026356019,6.43E-05,0.002363158,Sodh-1,3R,CG1982-RA,40836
1634207_at,-0.204354302,8.43086383,-5.005064859,6.75E-05,0.002474531,CG16799,2R,CG16799-RA,37340
1631746_a_at,-0.282711301,8.120499553,-4.991919239,6.96E-05,0.002528679,CG8774,3R,CG8774-RB,41635
1638277_at,-0.292896838,6.097814518,-4.991257499,6.97E-05,0.002528679,CG11550,3R,CG11550-RA,43731
1624509_at,0.459617305,8.777755256,4.991194135,6.97E-05,0.002528679,LvpL,2R,CG8695-RA,35826
1623565_at,-0.260213312,8.469418157,-4.990622193,6.98E-05,0.002528679,CG17278,3R,CG17278-RA,50050
1633888_s_at,-0.343038349,6.587562654,-4.987114067,7.04E-05,0.002541859,kirre,X,CG3653-RB,31292
1623655_at,-0.106502,14.54281016,-4.985852039,7.06E-05,0.002541951,Yp2,X,CG2979-RA,31938
1629903_at,-0.143647308,10.30181147,-4.984517444,7.08E-05,0.00254249,CG30359,2R,CG30359-RA,35828
1640504_at,0.204626106,8.677889203,4.980962828,7.14E-05,0.002556083,CG12547,2R,CG12547-RA,3355145
1628516_at,0.14193248,7.575091139,4.960690688,7.48E-05,0.002670674,CG15432,2L,CG15432-RA,33647
1635428_at,0.170741477,8.081688956,4.958705463,7.51E-05,0.00267532,CG12863,2R,CG12863-RA,36623
1631828_s_at,0.137990291,9.051944314,4.954667976,7.58E-05,0.002686469,CG8830,2R,CG8830-RB,36361
1638697_at,-0.240725682,8.809956028,-4.954449721,7.59E-05,0.002686469,CG5597,2R,CG5597-RA,37789
1633378_at,0.209540678,8.773786439,4.951080916,7.65E-05,0.002699806,Lectin-galC1,2L,CG9976-RA,35216
1640529_at,-0.246781677,8.1081275,-4.943289378,7.78E-05,0.002741042,CG15408,2L,CG15408-RA,33548
1626990_s_at,-0.197081668,9.250278766,-4.938919599,7.86E-05,0.002761068,Mipp1,3L,CG4123-RB,39841
1627023_at,0.164625328,8.715036397,4.936649708,7.90E-05,0.002767828,CG4884,3R,CG4884-RA,43357
1631698_s_at,-0.257660097,7.102871971,-4.932652455,7.98E-05,0.002785704,CG16833,2L,CG16833-RB,47729
1627080_at,-0.285584298,9.524667361,-4.930993187,8.01E-05,0.00278864,CG17752,3R,CG17752-RA,42337
1637142_at,-0.180058637,10.52075553,-4.923437157,8.15E-05,0.002829837,CG9547,2L,CG9547-RA,33911
1629443_at,-0.302609701,5.929593454,-4.919234008,8.23E-05,0.002849544,CG12655,X,CG12655-RA,33004
1636344_at,-0.281231849,8.81357965,-4.910528513,8.39E-05,0.002899387,chp,3R,CG1744-RA,43690
1630174_s_at,-0.119608689,8.376877778,-4.907798021,8.45E-05,0.002909726,CG4908,2L,CG4908-RA,34360
1630419_a_at,0.341471008,6.711058027,4.903342686,8.54E-05,0.002931776,CG7300,2L,CG7300-RB,34472
1632700_a_at,-0.175736383,7.690930969,-4.900146896,8.60E-05,0.002945441,CG18324,2R,CG18324-RB,36568
1630066_at,-0.247010557,9.665803747,-4.897086151,8.66E-05,0.002950506,CG4302,2R,CG4302-RA,37420
1633947_at,-0.258411322,7.719656217,-4.897049231,8.66E-05,0.002950506,Cyp6a18,3R,CG13977-RA,43304
1624590_at,-0.222793771,5.608255842,-4.895368058,8.69E-05,0.002953977,CG17134,2L,CG17134-RA,34494
1623612_at,0.383703504,4.873273724,4.889889371,8.80E-05,0.002977297,CG7722,2R,CG7722-RA,36163
1627856_at,0.192956861,7.965787159,4.889629154,8.81E-05,0.002977297,Hus1-like,3R,CG2525-RA,40598
1639009_at,0.250448101,6.93028284,4.882974796,8.95E-05,0.003015311,CG10962,X,CG10962-RA,31824
1630598_at,-0.405614921,7.522599508,-4.880544365,9.00E-05,0.003024182,CG18179,3L,CG18179-RA,39124
1631154_at,-0.19329641,9.89903071,-4.879238996,9.02E-05,0.003025228,CG13321,2R,CG13321-RA,36430
1636186_s_at,-0.11148281,12.93242646,-4.874760896,9.12E-05,0.003048564,Fer2LCH,3R,CG1469-RA,44965
1630696_at,-0.21016977,8.152494613,-4.870529209,9.21E-05,0.003069789,CG12972,3L,CG12972-RA,40363
1637125_at,-0.143214717,9.873240951,-4.869463157,9.23E-05,0.003069789,CG2004,X,CG2004-RA,31809
1639272_at,0.363200655,7.514192388,4.862396773,9.38E-05,0.003112108,CG3739,3R,CG3739-RA,42320
1639476_at,-0.265935084,6.958624573,-4.857297966,9.49E-05,0.003140723,Vago,X,CG2081-RB,32040
1624663_a_at,0.293587566,3.626348095,4.854901632,9.55E-05,0.003149884,vis,2R,CG8821-RA,36372
1641097_at,-0.179627985,8.443408737,-4.851386283,9.62E-05,0.00316728,CG7289,2L,CG7289-RA,33372
1628081_s_at,-0.098406069,11.46883957,-4.847090377,9.72E-05,0.003190551,CG7530,3R,CG7530-RA,41784
1629520_at,0.328965198,11.22393524,4.844122703,9.79E-05,0.00320416,CG8997,2L,CG8997-RA,34799
1630502_at,-0.320389431,8.201456799,-4.838930086,9.91E-05,0.003229118,ana,2R,CG8084-RA,35913
1625837_at,-0.167657962,9.658141796,-4.838522579,9.91E-05,0.003229118,CG17244,3R,CG17244-RA,42709
1624372_at,-0.113103528,10.56089315,-4.835358614,9.99E-05,0.003244436,CG10908,2L,CG10908-RA,33369
1631093_at,0.135958865,9.033855243,4.827773721,0.000101641,0.003286434,CG11837,3R,CG11837-RA,43429
1640898_at,-0.172367637,8.304281056,-4.827572336,0.000101688,0.003286434,DNaseII,3R,CG7780-RA,48228
1628500_at,-0.257811827,8.690609371,-4.814142997,0.000104899,0.003380732,CG32483,3L,CG32483-RA,318050
1627088_at,-0.133864644,13.60242246,-4.813134662,0.000105144,0.003380732,fit,3R,CG17820-RA,42578
1625122_at,0.150104649,12.39810085,4.801369572,0.000108047,0.003465233,Obp99c,3R,CG7584-RA,43494
1626766_s_at,-0.289680193,8.074430191,-4.800139022,0.000108356,0.00346628,daw,2L,CG16987-RB,33474
1626324_at,0.238342808,7.60710536,4.796262487,0.000109333,0.003487499,Cyp309a1,2L,CG9964-RA,33438
1625193_at,0.26751566,8.528714128,4.7951177,0.000109623,0.003487499,CG31106,3R,CG31106-RA,318594
1635858_s_at,-0.207897905,4.342179374,-4.794220918,0.000109851,0.003487499,Nhe2,2L,CG9256-RA,35376
1639429_at,-0.22120619,6.804917621,-4.779934099,0.000113548,0.003592108,Oatp58Da,2R,CG30277-RA,37543
1624463_s_at,0.334120544,8.192239553,4.779290086,0.000113718,0.003592108,pr-set7,3R,CG3307-RC,41743
1639727_at,-0.1339786,8.713933953,-4.77378191,0.000115179,0.003629137,CG7601,3R,CG7601-RA,43502
1637647_at,0.311705664,6.91735914,4.770298761,0.000116112,0.003649408,CG31148,3R,CG31148-RA,42796
1638567_at,-0.221114402,7.122275807,-4.748760937,0.000122058,0.003822469,CG1092,3R,CG1092-RA,40538
1625197_at,-0.123327596,10.4985602,-4.748165196,0.000122227,0.003822469,exba,3R,CG2922-RA,40680
1629476_at,-0.348334715,10.39491395,-4.746634833,0.000122661,0.003826541,CG7542,3L,CG7542-RA,39960
1637698_at,0.35110078,3.936330259,4.743124621,0.000123664,0.003848275,CG30340,2R,CG30339-RA,246550
1628690_at,-0.234256285,5.145375073,-4.737320549,0.00012534,0.003890809,CG1503,X,CG1503-RA,33090
1636864_at,0.203740421,11.16677026,4.734757588,0.000126088,0.003904373,corto,3R,CG2530-RA,40616
1639032_at,-0.172390314,6.665085205,-4.732247308,0.000126824,0.00391753,CG14786,X,CG14786-RA,31095
1636149_at,0.160054861,10.56017442,4.728479565,0.000127938,0.003942244,CG31705,2L,CG31705-RA,34577
1630051_at,-0.172678745,8.591113979,-4.725068238,0.000128955,0.003963861,Tsp42Ec,2R,CG12847-RA,35612
1639834_at,-0.217726555,5.166831222,-4.723138259,0.000129534,0.003969687,CG14291,3R,CG14291-RA,42266
1628978_at,-0.233508002,9.670697597,-4.722333537,0.000129776,0.003969687,CG5360,2R,CG5360-RA,37723
1638955_at,-0.266785799,8.55131258,-4.717976374,0.000131095,0.003990282,CG32277,3L,CG32277-RA,38393
1624692_at,0.294487562,7.893230308,4.717073835,0.00013137,0.003990282,CG6830,3R,CG6830-RA,41408
1627507_at,-0.124657525,7.806546268,-4.716970667,0.000131401,0.003990282,CG5704,3L,CG5704-RA,48613
1626303_s_at,-0.182434829,7.398736413,-4.712804731,0.000132678,0.004019348,CG34253,3L,S,5740501
1624054_at,-0.244906038,9.255824878,-4.708913676,0.000133882,0.004042806,Adgf-A,3L,CG5992-RA,39976
1626689_at,-0.171149237,7.80107655,-4.708227345,0.000134096,0.004042806,Cyp6t1,X,CG1644-RA,33127
1641018_s_at,-0.221129602,9.037324251,-4.705694391,0.000134887,0.004056923,CG8468,2R,CG8468-RC,36577
1623329_at,-0.339438279,9.376414231,-4.697520395,0.000137471,0.00411812,CG14500,2R,CG14500-RA,37087
1628611_at,-0.174888812,7.20252773,-4.697191304,0.000137576,0.00411812,CG11241,3L,CG11241-RA,40492
1634878_at,-0.20968158,7.32078488,-4.692705676,0.000139017,0.004151362,CG15127,2R,CG15127-RA,50203
1637359_at,0.142565059,11.56990317,4.689968053,0.000139904,0.004167943,Lsd-2,X,CG9057-RA,32437
1633305_at,-0.31093266,11.8873517,-4.686082325,0.000141172,0.004195791,Obp99a,3R,CG18111-RA,43488
1640884_at,0.259554295,7.751348722,4.679994079,0.000143183,0.004245522,CG15784,X,CG15784-RA,31461
1628797_at,0.298162198,4.728683764,4.677654876,0.000143964,0.004258615,CG17684,2RHet,CG40260-RA,3355066
1626481_a_at,0.118172157,9.388032896,4.667365928,0.000147447,0.004351425,Taz,2R,CG8766-RA,36405
1627527_s_at,0.100562941,10.19366193,4.657029544,0.000151033,0.004446797,CG9992,X,CG9992-RB,32605
1625648_at,0.264532756,10.67484782,4.655744812,0.000151484,0.004449677,CG3868,3L,CG3868-RA,39580
1623540_at,0.204115091,7.38851346,4.651553862,0.000152968,0.00448277,CG31704,2L,CG31704-RA,318906
1623961_at,-0.177602155,8.133904716,-4.649404025,0.000153734,0.004494755,Arpc3B,X,CG8936-RA,32696
1633180_at,0.258176037,5.026948207,4.645053306,0.000155297,0.004529922,exu,2R,CG8994-RC,37345
1641605_at,-0.226005007,6.162632768,-4.643377384,0.000155904,0.004537083,PIP82,X,CG11219-RA,31791
1627919_at,-0.121040407,8.80561702,-4.642046281,0.000156387,0.004540638,ttm50,X,CG2713-RA,31266
1637494_at,0.107075771,10.14212626,4.639902939,0.000157168,0.004552812,CG3071,X,CG3071-RA,31213
1635483_at,0.265789164,5.424353051,4.631071703,0.00016043,0.00463661,CG16884,2L,CG16884-RA,34812
1623883_at,-0.207404167,7.780701973,-4.629581148,0.000160987,0.004642043,CG18661,2L,CG18661-RA,50438
1625763_at,0.189017737,11.00524561,4.628415297,0.000161424,0.004643997,CG2789,2L,CG2789-RA,33231
1631610_at,0.22109727,8.393420969,4.625031858,0.0001627,0.004662435,CG31886,2L,CG31886-RA,326170
1623226_at,-0.401115005,7.164630868,-4.622833785,0.000163534,0.004662435,CG10154,3L,CG10154-RA,39509
1635263_at,-0.149883414,8.506471772,-4.622474277,0.000163671,0.004662435,CG11825,2R,CG11825-RA,36099
1627041_s_at,-0.18001936,7.36873371,-4.622392934,0.000163702,0.004662435,ine,2L,CG15444-RB,33659
1633528_s_at,0.165129342,10.76059781,4.621456585,0.000164059,0.004662435,exd,X,CG8933-RA,32567
1634165_at,-0.246873473,9.752110352,-4.62085043,0.00016429,0.004662435,CG11378,X,CG11378-RA,31060
1632376_at,-0.197804652,5.513300839,-4.618642004,0.000165137,0.004675898,CG5644,3L,CG5644-RA,39029
1641327_at,0.217787429,7.057392881,4.617405495,0.000165613,0.004678832,CG9416,2R,CG9416-RA,37223
1638240_s_at,-0.307964052,8.591714832,-4.615793962,0.000166235,0.00468588,CG8785,2R,CG8785-RA,36391
1637432_at,-0.184566971,6.889095827,-4.597965811,0.000173277,0.004873468,CG3097,X,CG3097-RA,31503
1630643_at,-0.130745038,9.847508863,-4.596158947,0.000174007,0.004883085,ScpX,2L,CG17320-RA,44183
1639143_at,-0.803444578,6.711726439,-4.594240534,0.000174786,0.004894017,CG32302,3L,CG32302-RA,38293
1631666_s_at,-0.204421624,3.194038389,-4.587226151,0.000177664,0.00496354,CG9766,3R,CG9766-RB,40539
1624450_at,-0.236759497,7.762971725,-4.580100459,0.000180636,0.005035392,Orct,3R,CG6331-RA,42891
1629955_at,-0.2750319,8.416132692,-4.573849702,0.000183285,0.005097924,CG13309,3L,CG13309-RA,39012
1631779_s_at,0.203478494,7.428971422,4.565628251,0.000186829,0.005185014,ptr,X,CG2841-RB,44529
1629118_at,0.591340478,9.728175287,4.563571196,0.000187726,0.005198443,PGRP-SC2,2R,CG14745-RA,35862
1629718_at,-0.302554235,6.873222167,-4.555029952,0.000191499,0.005291263,CG16727,3R,CG16727-RA,42338
1639856_at,0.183911181,8.692972614,4.55213942,0.000192793,0.005314111,CG5727,2L,CG5727-RA,34356
1633260_at,0.122975707,10.26539355,4.551298235,0.000193171,0.005314111,CG31715,2L,CG31715-RA,318909
1625652_s_at,-0.122152279,10.09698037,-4.545990489,0.000195575,0.005368496,CG12428,3R,CG12428-RB,43332
1636695_at,0.156412914,9.10001723,4.538691545,0.00019893,0.005440788,Pk17E,X,CG7001-RA,45970
1625434_at,-0.170521364,8.033670473,-4.53814025,0.000199186,0.005440788,CG3270,2R,CG3270-RA,35575
1624342_at,-0.148557043,12.48120259,-4.537449261,0.000199507,0.005440788,CG10911,2R,CG10911-RA,37058
1629713_at,-0.243234268,7.895341513,-4.534236065,0.000201007,0.005469823,Psf1,3L,CG9187-RA,38136
1623296_at,0.259523687,9.43792111,4.533050157,0.000201563,0.005473116,CG32625,X,CG32625-RA,318128
1628173_at,-0.288674295,8.132359523,-4.525230955,0.000205271,0.005560257,CG17189,3R,CG17189-RA,43263
1628701_a_at,-0.225287847,6.310275897,-4.524424601,0.000205657,0.005560257,CG14798,X,CG14798-RA,31126
1638432_a_at,0.164799952,7.73367651,4.522298125,0.000206679,0.005575899,CG10082,2R,CG10082-RA,37465
1623790_at,-0.22212529,7.770988873,-4.520141016,0.000207721,0.005592011,Mur29B,2L,CG31901-RA,319014
1625587_at,-0.223397362,9.376142057,-4.518352608,0.000208589,0.005603378,Jheh3,2R,CG15106-RA,37182
1637806_at,-0.205842152,6.437531595,-4.51499823,0.000210227,0.005635332,Ada,3R,CG11994-RA,41092
1625246_at,-0.31040015,5.913711915,-4.506842992,0.000214263,0.005731302,Her,X,CG5927-RA,32800
1628032_a_at,0.273882363,8.37220882,4.498731764,0.000218355,0.005828351,LpR2,3R,CG31092-RA,43105
1637662_at,-0.176587154,7.033728776,-4.488077231,0.000223849,0.005962355,msta,X,CG32800-RA,31200
1640862_a_at,0.130765626,8.688022544,4.480265395,0.000227966,0.006059175,csul,2R,CG3730-RB,36809
1633069_s_at,0.193187735,8.798777811,4.478457822,0.00022893,0.006071945,CG10277,3R,CG10277-RA,40791
1627930_s_at,-0.173824045,10.34815922,-4.477053293,0.000229681,0.006079051,CG32280,3L,CG32280-RA,317952
1627855_at,-0.191775837,6.659127941,-4.474113523,0.000231262,0.006095408,yellow-e,3R,CG9792-RA,41653
1632082_at,-0.220770636,6.886877875,-4.474100827,0.000231269,0.006095408,Ndg,2R,CG12908-RA,36089
1623376_s_at,0.118282738,10.41025025,4.473137363,0.000231789,0.006096346,Nmda1,2R,CG3798-RF,36419
1629164_at,-0.412143858,5.350685911,-4.467042709,0.000235109,0.006170757,CG9825,2R,CG9825-RA,37624
1630568_at,0.556657735,4.724530011,4.460191764,0.000238898,0.006257148,CG34040,2R,DM,3885655
1637797_at,-0.162922691,7.05414906,-4.448239158,0.000245657,0.006420794,CG14400,2L,CG14400-RA,35354
1623732_at,-0.415680937,8.300943606,-4.44542172,0.000247278,0.006449754,Npc2e,3R,CG31410-RA,326136
1638267_s_at,-0.106328923,9.070237522,-4.434469914,0.000253682,0.00660309,kermit,2R,CG11546-RA,46027
